find_name	find_taxid	find_taxrank
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium sp.	1785	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycobacterium sp.	1785	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium sp.	1785	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycoplasma arthritidis	2111	species
Mycoplasmopsis pulmonis	2107	species
Myxococcus xanthus	34	species
Natrialba magadii	13769	species
Natrialba magadii ATCC 43099	547559	strain
Natrinema	88723	genus
Nitratiruptor sp. SB155-2	387092	species
Nitrincola	267849	genus
Nitrosopumilus	338191	genus
Nitrososphaera viennensis EN76	926571	strain
Nocardia brasiliensis	37326	species
Nodularia spumigena	70799	species
Nodularia spumigena	70799	species
Nodularia spumigena	70799	species
Oenococcus oeni	1247	species
Oenococcus oeni	1247	species
Oenococcus oeni	1247	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus	44249	genus
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Paenibacillus larvae	1464	species
Pantoea agglomerans	549	species
Pantoea agglomerans	549	species
Pantoea agglomerans	549	species
Pantoea agglomerans	549	species
Pantoea agglomerans	549	species
Pantoea agglomerans	549	species
Pantoea agglomerans	549	species
Pantoea agglomerans	549	species
Parabacteroides	375288	genus
Parabacteroides merdae	46503	species
Paracoccus sp.	267	species
Paracoccus marcusii	59779	species
Pasteurella multocida	747	species
Pasteurella multocida	747	species
Pasteurella multocida	747	species
Pectobacterium atrosepticum	29471	species
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium atrosepticum	29471	species
Pectobacterium	122277	genus
Pectobacterium	122277	genus
Pectobacterium atrosepticum	29471	species
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium atrosepticum	29471	species
Pectobacterium atrosepticum	29471	species
Pectobacterium atrosepticum	29471	species
Pectobacterium carotovorum	554	species
Pectobacterium carotovorum	554	species
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium atrosepticum	29471	species
Pectobacterium atrosepticum	29471	species
Pectobacterium atrosepticum	29471	species
Pectobacterium wasabiae	55208	species
Pectobacterium atrosepticum SCRI1043	218491	strain
Pectobacterium atrosepticum SCRI1043	218491	strain
Pectobacterium atrosepticum	29471	species
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium carotovorum	554	species
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium wasabiae	55208	species
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium atrosepticum	29471	species
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium carotovorum subsp. carotovorum	555	subspecies
Pectobacterium atrosepticum	29471	species
Pectobacterium atrosepticum	29471	species
Pectobacterium atrosepticum	29471	species
Pectobacterium atrosepticum	29471	species
Pectobacterium carotovorum	554	species
Candidatus Pelagibacter ubique HTCC1062	335992	strain
Candidatus Pelagibacter ubique HTCC1062	335992	strain
Candidatus Pelagibacter ubique HTCC1062	335992	strain
Candidatus Pelagibacter ubique HTCC1062	335992	strain
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	strain
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	strain
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Phormidium	1198	genus
Phormidium	1198	genus
Leptolyngbya foveolarum	47253	species
Phormidium tenue	126344	species
Photobacterium damselae subsp. damselae	85581	subspecies
Planktothrix agardhii	1160	species
Prochlorococcus marinus subsp. pastoris str. CCMP1986	59919	strain
Prochlorococcus marinus subsp. pastoris str. CCMP1986	59919	strain
Prochlorococcus marinus subsp. pastoris str. CCMP1986	59919	strain
Prochlorococcus marinus str. MIT 9303	59922	strain
Prochlorococcus marinus str. NATL2A	59920	strain
Prochlorococcus marinus	1219	species
Prochlorococcus marinus	1219	species
Prochlorococcus marinus	1219	species
Prochlorococcus	1218	genus
Synechococcus sp.	1131	species
Synechococcus sp. WH 7803	32051	species
Propionibacterium freudenreichii	1744	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Propionibacterium freudenreichii	1744	species
Propionibacterium freudenreichii	1744	species
Propionibacterium freudenreichii	1744	species
Cutibacterium acnes	1747	species
Propionibacterium freudenreichii	1744	species
Propionibacterium freudenreichii	1744	species
Cutibacterium acnes	1747	species
Propionibacterium freudenreichii	1744	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Propionibacterium freudenreichii	1744	species
Propionibacterium freudenreichii	1744	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Cutibacterium acnes	1747	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus penneri	102862	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis ATCC 29906	525369	strain
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Proteus mirabilis	584	species
Providencia stuartii	588	species
Providencia stuartii	588	species
Providencia stuartii	588	species
Providencia rettgeri	587	species
Providencia rettgeri	587	species
Providencia sp.	589	species
Pseudoalteromonas atlantica	288	species
Pseudoalteromonas sp.	53249	species
Pseudoalteromonas sp.	53249	species
Pseudoalteromonas marina	267375	species
Pseudoalteromonas marina	267375	species
Pseudoalteromonas sp. H105	1348393	species
Pseudoalteromonas sp.	53249	species
Pseudoalteromonas sp.	53249	species
Pseudoalteromonas sp.	53249	species
Pseudoalteromonas sp.	53249	species
Pseudoalteromonas sp.	53249	species
Pseudoalteromonas sp.	53249	species
Pseudoalteromonas sp.	53249	species
Pseudoalteromonas marina	267375	species
Pseudoalteromonas espejiana	28107	species
Pseudoalteromonas	53246	genus
Pseudoalteromonas	53246	genus
Pseudoalteromonas marina	267375	species
Pseudoalteromonas phenolica	161398	species
Pseudoalteromonas	53246	genus
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas chlororaphis	587753	species
Pseudomonas fluorescens group	136843	species group
Pseudomonas aeruginosa	287	species
Pseudomonas syringae pv. avii	663959	no rank
Pseudomonas putida	303	species
Pseudomonas syringae pv. avii	663959	no rank
Pseudomonas syringae	317	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas tolaasii	29442	species
Pseudomonas sp.	306	species
Pseudomonas aeruginosa	287	species
Pseudomonas sp.	306	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas sp.	306	species
Pseudomonas sp.	306	species
Pseudomonas sp.	306	species
Pseudomonas sp.	306	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas putida	303	species
Pseudomonas aeruginosa	287	species
Pseudomonas sp.	306	species
Pseudomonas syringae pv. avii	663959	no rank
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAK	1009714	strain
Pseudomonas aeruginosa PAK	1009714	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas sp.	306	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas sp.	306	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas putida	303	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa PA14	652611	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas syringae pv. avii	663959	no rank
Pseudomonas aeruginosa	287	species
Pseudomonas syringae pv. avii	663959	no rank
Pseudomonas syringae pv. avii	663959	no rank
Pseudomonas fluorescens SBW25	216595	strain
Pseudomonas tolaasii	29442	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas fluorescens group	136843	species group
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAK	1009714	strain
Pseudomonas aeruginosa PAK	1009714	strain
Pseudomonas aeruginosa PAK	1009714	strain
Pseudomonas aeruginosa PAK	1009714	strain
Pseudomonas aeruginosa PAK	1009714	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa PA1	1279007	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas fluorescens group	136843	species group
Pseudomonas putida	303	species
Pseudomonas putida	303	species
Pseudomonas aeruginosa	287	species
Pseudomonas fluorescens group	136843	species group
Pseudomonas fluorescens group	136843	species group
Pseudomonas fluorescens SBW25	216595	strain
Pseudomonas fluorescens group	136843	species group
Pseudomonas syringae	317	species
Pseudomonas syringae	317	species
Pseudomonas putida	303	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas syringae	317	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas syringae	317	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas fluorescens group	136843	species group
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas sp.	306	species
Pseudomonas	286	genus
Pseudomonas aeruginosa	287	species
Pseudomonas putida	303	species
Pseudomonas syringae	317	species
Pseudomonas syringae	317	species
Pseudomonas syringae pv. actinidiae	103796	no rank
Pseudomonas syringae	317	species
Pseudomonas tolaasii	29442	species
Pseudomonas aeruginosa	287	species
Pseudomonas fluorescens group	136843	species group
Pseudomonas	286	genus
Pseudomonas sp.	306	species
Pseudomonas aeruginosa	287	species
Pseudomonas syringae pv. actinidiae	103796	no rank
Pseudomonas plecoglossicida	70775	species
Pseudomonas plecoglossicida	70775	species
Pseudomonas	286	genus
Pseudomonas sp.	306	species
Pseudomonas sp.	306	species
Pseudomonas sp.	306	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa PAO1	208964	strain
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas syringae pv. avii	663959	no rank
Pseudomonas putida	303	species
Pseudomonas aeruginosa	287	species
Pseudomonas fluorescens group	136843	species group
Pseudomonas syringae pv. avii	663959	no rank
Pseudomonas sp.	306	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
Pseudomonas aeruginosa	287	species
