virus_name	viral_acc	evidence
Burkholderia phage KS9	NC_013055	Literature
Burkholderia phage KS9	NC_013055	Literature
Burkholderia phage Mana	NC_055863	NCBI Virus, RefSeq
Burkholderia phage Mica	NC_054148	NCBI Virus, RefSeq
Burkholderia phage phi1026b	NC_005284	RefSeq
Burkholderia phage phi644-2	NC_009235	RefSeq
Burkholderia phage phiE094	NC_055911	Literature
Burkholderia phage phiE094	NC_055911	Literature, NCBI Virus, RefSeq
Burkholderia phage phiE12-2	NC_009236	RefSeq
Burkholderia phage phiE125	NC_003309	RefSeq
Burkholderia phage phiE202	NC_009234	RefSeq
Burkholderia phage phiE255	NC_009237	RefSeq
Burkholderia phage phiX216	JX681814	RefSeq
Burkholderia phage ST79	NC_021343	RefSeq
Burkholderia phage vB_BceS_AH2	NC_018283	RefSeq
Burkholderia phage vB_BceS_KL1	NC_018278	RefSeq
Burkholderia virus phi52237	NC_007145	NCBI Virus, RefSeq
Butyrivibrio virus Arawn	NC_048848	NCBI Virus, RefSeq
Campylobacter phage CJIE4-1	KF751793	NCBI Virus
Campylobacter phage CJIE4-1	KF751793	RefSeq
Campylobacter phage CJIE4-2	KF751794	NCBI Virus
Campylobacter phage CJIE4-2	KF751794	RefSeq
Campylobacter phage CJIE4-3	KF751795	NCBI Virus, RefSeq
Campylobacter phage CJIE4-4	KF751796	NCBI Virus
Campylobacter phage CJIE4-4	KF751796	RefSeq
Campylobacter phage CJIE4-5	KF751797	NCBI Virus
Campylobacter phage CJIE4-5	KF751797	RefSeq
Campylobacter phage CP30A	NC_018861	RefSeq
Campylobacter phage CP30A	NC_018861	RefSeq
Campylobacter phage CP8	KF148616	RefSeq
Campylobacter phage CPX	NC_016562	RefSeq
Campylobacter phage NCTC12673	NC_015464	RefSeq
Campylobacter phage PC14	NC_031909	NCBI Virus, RefSeq
Campylobacter phage vB_CjeM_Los1	NC_041896	RefSeq
Campylobacter virus CP81	NC_042112	NCBI Virus, RefSeq
Caulobacter phage CcrBL10	NC_048045	RefSeq
Caulobacter phage CcrBL9	NC_048047	RefSeq
Caulobacter phage CcrColossus	NC_019406	RefSeq
Caulobacter phage CcrPW	NC_048046	RefSeq
Caulobacter phage CcrSC	NC_048048	RefSeq
Caulobacter phage Cr30	NC_025422	NCBI Virus, RefSeq
Caulobacter phage Lullwater	NC_047860	RefSeq
Caulobacter phage phiCb5	NC_019453	RefSeq
Caulobacter phage Sansa	NC_047756	RefSeq
Caulobacter phage Seuss	NC_047757	RefSeq
Caulobacter virus Karma	NC_019410	NCBI Virus, RefSeq
Caulobacter virus Magneto	NC_019407	NCBI Virus, RefSeq
Caulobacter virus phiCbK	NC_019405	NCBI Virus, RefSeq
Caulobacter virus Rogue	NC_019408	NCBI Virus, RefSeq
Caulobacter virus Swift	NC_019411	NCBI Virus, RefSeq
Celeribacter phage P12053L	NC_018280	RefSeq
Cellulophaga phage phi10:1	NC_021802	NCBI Virus, RefSeq
Cellulophaga phage phi12:1	NC_021791	RefSeq
Cellulophaga phage phi12:2	NC_021797	NCBI Virus, RefSeq
Cellulophaga phage phi12:3	KC821615	RefSeq
Cellulophaga phage phi12a:1	NC_021805	NCBI Virus, RefSeq
Cellulophaga phage phi13:1	KC821625	RefSeq
Cellulophaga phage phi13:1	KC821625	RefSeq
Cellulophaga phage phi13:2	NC_021803	NCBI Virus, RefSeq
Cellulophaga phage phi13:2	NC_021803	RefSeq
Cellulophaga phage phi14:2	NC_021806	NCBI Virus, RefSeq
Cellulophaga phage phi17:1	NC_021795	RefSeq
Cellulophaga phage phi17:2	NC_021798	RefSeq
Cellulophaga phage phi18:1	NC_021790	RefSeq
Cellulophaga phage phi18:1	NC_021790	RefSeq
Cellulophaga phage phi18:2	KC821627	RefSeq
Cellulophaga phage phi18:2	KC821627	RefSeq
Cellulophaga phage phi18:3	NC_021794	NCBI Virus, RefSeq
Cellulophaga phage phi18:3	NC_021794	RefSeq
Cellulophaga phage phi18:4	KC821628	RefSeq
Cellulophaga phage phi18:4	KC821628	RefSeq
Cellulophaga phage phi19:1	NC_021799	NCBI Virus, RefSeq
Cellulophaga phage phi19:2	KC821621	RefSeq
Cellulophaga phage phi19:3	NC_021789	NCBI Virus, RefSeq
Cellulophaga phage phi38:1	NC_021796	NCBI Virus, RefSeq
Cellulophaga phage phi38:2	KC821629	NCBI Virus, RefSeq
Cellulophaga phage phi39:1	NC_021804	NCBI Virus, RefSeq
Cellulophaga phage phi3:1	KC821630	NCBI Virus, RefSeq
Cellulophaga phage phi3ST:2	KC821610	NCBI Virus, RefSeq
Cellulophaga phage phi40:1	KC821612	NCBI Virus, RefSeq
Cellulophaga phage phi46:1	NC_021800	NCBI Virus, RefSeq
Cellulophaga phage phi46:3	NC_021792	NCBI Virus, RefSeq
Cellulophaga phage phi47:1	KC821634	NCBI Virus, RefSeq
Cellulophaga phage phi48:1	KC821631	RefSeq
Cellulophaga phage phi48:2	NC_021793	Literature, NCBI Virus, RefSeq
Cellulophaga phage phi4:1	NC_021788	RefSeq
Cellulophaga phage phi4:1	NC_021788	RefSeq
Chlamydia phage 2	NC_002194	RefSeq
Chlamydia phage 3	AJ550635	Literature
Chlamydia phage 3	AJ550635	Literature
Chlamydia phage 3	AJ550635	Literature
Chlamydia phage 3	AJ550635	Literature
Chlamydia phage 4	NC_007461	Literature, NCBI Virus, RefSeq
Chlamydia phage CPG1	NC_001998	RefSeq
Chlamydia virus Chp1	NC_001741	NCBI Virus, RefSeq, UniProt
Chlamydia virus CPAR39	NC_002180	NCBI Virus, RefSeq
Citrobacter phage CF1 DK-2017	NC_047823	RefSeq
Citrobacter phage CF1 ERZ-2017	NC_042067	RefSeq
Citrobacter phage CR44b	NC_023576	RefSeq
Citrobacter phage CR8	NC_023548	NCBI Virus, RefSeq
Citrobacter phage IME-CF2	NC_029013	RefSeq
Citrobacter phage Merlin	NC_028857	Literature, RefSeq
Citrobacter phage Michonne	NC_028247	NCBI Virus, RefSeq
Citrobacter phage Miller	NC_025414	Literature
Citrobacter phage Moogle	NC_027293	RefSeq
Citrobacter phage Moon	NC_027331	RefSeq
Citrobacter phage Mordin	NC_041977	RefSeq
Citrobacter phage phiCFP-1	NC_028880	RefSeq
Citrobacter phage PhiZZ23	NC_054901	RefSeq
Citrobacter phage PhiZZ6	NC_054900	RefSeq
Citrobacter phage Sazh	NC_048065	RefSeq
Citrobacter phage SH1	NC_031066	RefSeq
Citrobacter phage SH2	NC_031092	RefSeq
Citrobacter phage SH3	NC_031123	RefSeq
Citrobacter phage SH4	NC_031018	RefSeq
Citrobacter phage Stevie	NC_027350	RefSeq
Citrobacter phage vB_CroM_CrRp10	NC_054899	RefSeq
Citrobacter phage vB_CroP_CrRp3	NC_047920	RefSeq
Citrobacter virus HCF1	NC_054897	NCBI Virus, RefSeq
Clavibacter phage CMP1	NC_013698	RefSeq
Clavibacter phage CN1A	NC_023549	RefSeq
Clostridioides phage phiC2	DQ466086	Literature
Clostridioides phage phiCD27	EU719189	Literature, RefSeq
Clostridium phage c-st	NC_007581	Literature
Clostridium phage CDKM15	NC_048643	RefSeq
Clostridium phage CDKM9	NC_048642	RefSeq
Clostridium phage CDMH1	NC_024144	Literature
Clostridium phage CPD2	NC_048738	RefSeq
Clostridium phage CPS1	NC_048661	RefSeq
Clostridium phage CPS2	NC_048707	RefSeq
Clostridium phage CpV1	NC_048629	RefSeq
Clostridium phage phi CD119	NC_007917	RefSeq, UniProt
Clostridium phage phi24R	NC_019523	RefSeq
Clostridium phage phi3626	NC_003524	NCBI Virus, RefSeq
Clostridium phage phi8074-B1	NC_019924	NCBI Virus, RefSeq
Clostridium phage phiCD111	NC_028905	RefSeq
Clostridium phage phiCD146	NC_028958	RefSeq
Clostridium phage phiCD211	NC_029048	NCBI Virus, RefSeq
Clostridium phage phiCD24-1	LN681534	NCBI Virus, RefSeq
Clostridium phage phiCD38-2	NC_015568	RefSeq
Clostridium phage phiCD481-1	NC_028951	RefSeq
Clostridium phage phiCD505	NC_028764	RefSeq
Clostridium phage phiCD506	NC_028838	RefSeq
Clostridium phage phiCD6356	NC_015262	NCBI Virus, RefSeq
Clostridium phage phiCDHM13	NC_029116	RefSeq
Clostridium phage phiCP13O	NC_019506	NCBI Virus, RefSeq
Clostridium phage phiCP26F	NC_019496	NCBI Virus, RefSeq
Clostridium phage phiCP34O	NC_019508	NCBI Virus, RefSeq
Clostridium phage phiCP39-O	NC_011318	NCBI Virus, RefSeq
Clostridium phage phiCP7R	NC_017980	RefSeq
Clostridium phage phiCP9O	JF767210	NCBI Virus, RefSeq
Clostridium phage phiCPV4	NC_018083	RefSeq
Clostridium phage phiCT19406A	NC_030950	NCBI Virus, RefSeq
Clostridium phage phiCT19406B	NC_030947	NCBI Virus, RefSeq
Clostridium phage phiCT19406C	NC_029006	NCBI Virus, RefSeq
Clostridium phage phiCT453A	NC_028991	NCBI Virus, RefSeq
Clostridium phage phiCT453B	NC_029004	NCBI Virus, RefSeq
Clostridium phage phiCT9441A	NC_029022	NCBI Virus, RefSeq
Clostridium phage phiCTC2A	NC_030949	NCBI Virus, RefSeq
Clostridium phage phiCTC2B	NC_030951	NCBI Virus, RefSeq
Clostridium phage phiCTP1	NC_014457	Literature
Clostridium phage phiMMP01	NC_028883	RefSeq
Clostridium phage phiMMP02	NC_019421	RefSeq
Clostridium phage phiMMP03	NC_028959	RefSeq
Clostridium phage phiMMP04	NC_019422	RefSeq
Clostridium phage PhiS63	NC_017978	NCBI Virus, RefSeq
Clostridium phage phiSM101	NC_008265	NCBI Virus, RefSeq
Clostridium phage phiZP2	NC_018084	RefSeq
Clostridium phage susfortuna	NC_048712	RefSeq
Clostridium phage vB_CpeS-CP51	NC_021325	NCBI Virus, RefSeq
Clostridium virus phiC2	NC_009231	NCBI Virus, RefSeq
Clostridium virus phiCD27	NC_011398	NCBI Virus, RefSeq
Colwellia phage 9A	NC_018088	RefSeq
Corynebacterium phage Adelaide	NC_048791	RefSeq
Corynebacterium phage C3PO	NC_042085	RefSeq
Corynebacterium phage Darwin	NC_042086	RefSeq
Corynebacterium phage Dina	NC_048787	RefSeq
Corynebacterium phage Juicebox	NC_048070	RefSeq
Corynebacterium phage Kimchi1738	NC_055772	NCBI Virus, RefSeq
Corynebacterium phage Lederberg	NC_048790	NCBI Virus, RefSeq
Corynebacterium phage P1201	NC_009816	RefSeq
Corynebacterium phage phi673	NC_042354	RefSeq
Corynebacterium phage phi674	NC_042355	RefSeq
Corynebacterium phage Poushou	NC_042139	RefSeq
Corynebacterium phage SamW	NC_048069	RefSeq
Corynebacterium phage StAB	NC_048780	RefSeq
Corynebacterium phage Stickynote	NC_055807	NCBI Virus, RefSeq
Corynebacterium phage Stiles	NC_048789	RefSeq
Corynebacterium phage Zion	NC_042087	RefSeq
Croceibacter phage P2559S	NC_018276	NCBI Virus, RefSeq
Croceibacter phage P2559Y	NC_023614	NCBI Virus, RefSeq
Cronobacter phage CR3	NC_017974	RefSeq
Cronobacter phage CR5	NC_021531	NCBI Virus, RefSeq
Cronobacter phage CR8	NC_024354	RefSeq
Cronobacter phage CR9	NC_023717	RefSeq
Cronobacter phage CS01	NC_048088	RefSeq
Cronobacter phage Dev-CD-23823	NC_029070	Literature
Cronobacter phage Dev-CD-23823	NC_029070	Literature
Cronobacter phage Dev-CD-23823	NC_029070	Literature
Cronobacter phage Dev-CD-23823	NC_029070	Literature
Cronobacter phage Dev-CD-23823	NC_029070	Literature
Cronobacter phage Dev2	NC_023558	RefSeq
Cronobacter phage ENT39118	NC_019934	NCBI Virus, RefSeq
Cronobacter phage ENT47670	NC_019927	NCBI Virus, RefSeq
Cronobacter phage ES2	JF314845	NCBI Virus, RefSeq
Cronobacter phage ESSI-2	NC_047854	RefSeq
Cronobacter phage GW1	NC_048161	RefSeq
Cronobacter phage JC01	NC_052989	NCBI Virus, RefSeq
Cronobacter phage Pet-CM3-4	NC_055726	NCBI Virus, RefSeq
Cronobacter phage S13	NC_028773	Literature, NCBI Virus, RefSeq
Cronobacter phage vB_CsaM_GAP161	NC_019398	RefSeq
Cronobacter phage vB_CsaM_GAP31	NC_019400	RefSeq
Cronobacter phage vB_CsaM_GAP32	NC_019401	RefSeq
Cronobacter phage vB_CsaM_leB	NC_048645	RefSeq
Cronobacter phage vB_CsaM_leE	NC_048646	RefSeq
Cronobacter phage vB_CsaP_009	NC_048664	RefSeq
Cronobacter phage vB_CsaP_GAP52	NC_019402	NCBI Virus, RefSeq
Cronobacter phage vB_CsaP_Ss1	KM058087	NCBI Virus, RefSeq
Cronobacter phage vB_CskP_GAP227	NC_020078	Literature, RefSeq
Cronobacter phage vB_CskP_GAP227	NC_020078	Literature
Cronobacter virus Esp2949-1	NC_019509	NCBI Virus, RefSeq
Cyanophage KBS-P-1A	NC_020865	NCBI Virus, RefSeq
Cyanophage KBS-S-2A	NC_020854	NCBI Virus, RefSeq
Cyanophage NATL2A-133	NC_016659	RefSeq
Cyanophage P-TIM40	NC_028663	RefSeq
Cyanophage PP	NC_022751	RefSeq
Cyanophage PSS2	NC_013021	NCBI Virus, RefSeq
Cyanophage S-SSM6a	HQ317391	RefSeq
Cyanophage S-SSM6b	HQ316603	RefSeq
Cyanophage SS120-1	NC_020872	RefSeq
Delftia phage PhiW-14	NC_013697	RefSeq
Delftia phage RG-2014	NC_027348	RefSeq
Dickeya phage BF25/12	NC_047759	RefSeq
Dickeya phage Dagda	NC_047961	RefSeq
Dickeya phage Katbat	NC_048057	RefSeq
Dickeya phage Luksen	NC_048059	RefSeq
Dickeya phage Mysterion	NC_048060	RefSeq
Dickeya phage Ninurta	NC_047964	RefSeq
Dickeya phage vB_DsoM_AD1	NC_048054	RefSeq
Dickeya phage vB_DsoM_JA11	NC_048077	RefSeq
Dickeya phage vB_DsoM_JA29	NC_048053	RefSeq
Dickeya phage vB_DsoP_JA10	NC_048052	RefSeq
Dickeya virus Limestone	NC_019925	NCBI Virus, RefSeq
Dinoroseobacter phage DFL12phi1	NC_024367	RefSeq
Dinoroseobacter phage DFL12phi1	NC_024367	RefSeq
Dinoroseobacter phage DS-1410Ws-06	NC_049371	RefSeq
Dinoroseobacter phage DS-1410Ws-06	NC_049371	RefSeq
Dinoroseobacter phage vBDshPR2C	KJ803031	NCBI Virus, RefSeq
Dinoroseobacter phage vBDshPR2C	KJ803031	RefSeq
Dinoroseobacter phage vB_DshS-R5C	NC_041921	RefSeq
Edwardsiella phage Edno5	NC_054464	Literature, NCBI Virus, RefSeq
Edwardsiella phage eiAU	NC_042029	RefSeq
Edwardsiella phage eiAU-183	NC_023555	NCBI Virus, RefSeq
Edwardsiella phage GF-2	NC_026611	Literature
Edwardsiella phage IW-1	AB757801	Literature
Edwardsiella phage KF-1	NC_019420	Literature
Edwardsiella phage MSW-3	NC_020082	Literature
Edwardsiella phage PEi20	NC_028683	RefSeq
Edwardsiella phage PEi21	NC_021342	RefSeq
Edwardsiella virus pEtSU	NC_048182	NCBI Virus, RefSeq
Eggerthella phage PMBT5	NC_048022	RefSeq
Enterobacter phage CC31	NC_014662	Literature, RefSeq
Enterobacter phage E-2	NC_029102	RefSeq
Enterobacter phage E-3	NC_028795	RefSeq
Enterobacter phage E-4	KP791807	NCBI Virus, RefSeq
Enterobacter phage EcP1	NC_019485	RefSeq
Enterobacter phage EcpYZU01	NC_048135	RefSeq
Enterobacter phage Ec_L1	NC_042122	RefSeq
Enterobacter phage Enc34	NC_019524	NCBI Virus, RefSeq
Enterobacter phage EspM4VN	NC_049384	NCBI Virus, RefSeq
Enterobacter phage F20	NC_043469	RefSeq
Enterobacter phage myPSH1140	NC_055739	NCBI Virus, RefSeq
Enterobacter phage PG7	NC_023561	RefSeq
Enterobacter phage phiEap-1	NC_028772	RefSeq
Enterobacter phage phiEap-2	NC_028695	NCBI Virus, RefSeq
Enterobacter phage phiEap-3	NC_041980	RefSeq
Enterobacter phage phiKDA1	NC_027980	RefSeq
Enterobacter phage phiT5282H	NC_049429	RefSeq
Enterobacter phage vB_EclM_CIP9	NC_048849	RefSeq
Enterobacteria phage 2851	NC_049943	RefSeq
Enterobacteria phage 9g	NC_024146	RefSeq
Enterobacteria phage Aplg8	NC_054902	RefSeq
Enterobacteria phage ATK47	NC_055708	NCBI Virus
Enterobacteria phage ATK47	NC_055708	RefSeq
Enterobacteria phage BP-4795	NC_004813	RefSeq
Enterobacteria phage cdtI	NC_009514	NCBI Virus, RefSeq
Enterobacteria phage CUS-3	CP000711	NCBI Virus, RefSeq
Enterobacteria phage ES18	NC_006949	NCBI Virus, RefSeq
Enterobacteria phage f1	GQ153919, J02448, JF719732, JF719733, JF719734	RefSeq, UniProt
Enterobacteria phage fiAA91-ss	NC_022750	RefSeq
Enterobacteria phage FL68 Tallahassee/FL/2012	KF044309	RefSeq
Enterobacteria phage FL76 Tallahassee/FL/2012	KF044310	RefSeq
Enterobacteria phage fr	X15031	UniProt
Enterobacteria phage GA	X03869	UniProt
Enterobacteria phage GEC-3S	NC_025425	RefSeq
Enterobacteria phage GiZh	NC_054903	RefSeq
Enterobacteria phage HK140	NC_019710	RefSeq
Enterobacteria phage HK225	NC_019717	NCBI Virus, RefSeq
Enterobacteria phage HK620	NC_002730	RefSeq, UniProt
Enterobacteria phage ID18 sensu lato	NC_007856	RefSeq
Enterobacteria phage ID204 Moscow/ID	KC237308	RefSeq
Enterobacteria phage IME10	NC_019501	NCBI Virus, RefSeq
Enterobacteria phage IME_EC2	NC_047742	RefSeq
Enterobacteria phage JenK1	NC_029021	RefSeq
Enterobacteria phage JenP1	NC_029028	RefSeq
Enterobacteria phage JenP2	NC_028997	RefSeq
Enterobacteria phage Kha5h	NC_054905	RefSeq
Enterobacteria phage KU1	AF227250	UniProt
Enterobacteria phage M	NC_019707	UniProt
Enterobacteria phage M	NC_019707	RefSeq
Enterobacteria phage MED1	KJ997912	RefSeq
Enterobacteria phage mEp043 c-1	NC_019706	RefSeq
Enterobacteria phage mEp213	NC_019720	RefSeq
Enterobacteria phage mEp235	NC_019708	RefSeq
Enterobacteria phage mEp237	NC_019704	NCBI Virus, RefSeq
Enterobacteria phage mEp460	NC_019716	NCBI Virus, RefSeq
Enterobacteria phage O276	NC_049951	RefSeq
Enterobacteria phage P88	NC_026014	NCBI Virus, RefSeq
Enterobacteria phage phi80	NC_021190	NCBI Virus, RefSeq, UniProt
Enterobacteria phage phi92	NC_023693	NCBI Virus, RefSeq
Enterobacteria phage phiJLA23	NC_047740	RefSeq
Enterobacteria phage phiP27	NC_003356	NCBI Virus, RefSeq
Enterobacteria phage PRD1	NC_001421	UniProt
Enterobacteria phage PRD1	NC_001421	UniProt
Enterobacteria phage PRD1	NC_001421	UniProt
Enterobacteria phage PRD1	NC_001421	UniProt
Enterobacteria phage PRD1	NC_001421	UniProt
Enterobacteria phage PRD1	NC_001421	UniProt
Enterobacteria phage PRD1	NC_001421	UniProt
Enterobacteria phage PRD1	NC_001421	UniProt
Enterobacteria phage RB10	KM606999	UniProt
Enterobacteria phage RB10	KM606999	RefSeq
Enterobacteria phage RB18	NC_054906	RefSeq, UniProt
Enterobacteria phage RB27	NC_025448	UniProt
Enterobacteria phage RB27	NC_025448	RefSeq
Enterobacteria phage RB33	KM607001	NCBI Virus, RefSeq
Enterobacteria phage RB5	KM606995	RefSeq
Enterobacteria phage RB51	NC_012635	Literature, UniProt
Enterobacteria phage RB55	KM607002	RefSeq
Enterobacteria phage RB59	KM607003	RefSeq
Enterobacteria phage RB6	KM606996	UniProt
Enterobacteria phage RB6	KM606996	RefSeq
Enterobacteria phage RB68	NC_027979	Literature, NCBI Virus, RefSeq
Enterobacteria phage RB7	KM606997	RefSeq
Enterobacteria phage RB9	KM606998	UniProt
Enterobacteria phage RB9	KM606998	RefSeq
Enterobacteria phage S13	M14428	Literature
Enterobacteria phage Sf101	NC_027398	NCBI Virus, RefSeq
Enterobacteria phage SfI	NC_027339	NCBI Virus, RefSeq
Enterobacteria phage SfV	NC_003444	NCBI Virus, RefSeq, UniProt
Enterobacteria phage SP	NC_004301	UniProt
Enterobacteria phage ST104	NC_005841	NCBI Virus, RefSeq
Enterobacteria phage T3	NC_003298, NC_047864	RefSeq, UniProt
Enterobacteria phage T4T	HM137666	RefSeq
Enterobacteria phage T6	NC_054907	UniProt
Enterobacteria phage T7M	NC_047867	RefSeq
Enterobacteria phage UAB_Phi20	NC_031019	NCBI Virus, RefSeq
Enterobacteria phage vB_EcoM_IME281	NC_055740	NCBI Virus, RefSeq
Enterobacteria phage vB_EcoM_IME339	NC_055741	NCBI Virus, RefSeq
Enterobacteria phage vB_EcoM_IME340	NC_054904	RefSeq
Enterobacteria phage vB_EcoM_IME341	NC_055742	NCBI Virus, RefSeq
Enterobacteria phage vB_EcoP_IME390	NC_048082	RefSeq
Enterobacteria phage vB_EcoS_IME18	NC_047959	RefSeq
Enterobacteria phage vB_EcoS_Rogue1	NC_019718	RefSeq
Enterobacteria phage VT2-Sakai	NC_000902	NCBI Virus, RefSeq, UniProt
Enterobacteria phage VT2phi_272	NC_028656	NCBI Virus
Enterobacteria phage VT2phi_272	NC_028656	RefSeq
Enterobacteria phage WA13 sensu lato	NC_007821	NCBI Virus, RefSeq
Enterobacteria phage YYZ-2008	NC_011356	RefSeq
Enterobacterial phage mEp390	NC_019721	NCBI Virus, RefSeq
Enterobacteriaphage UAB_Phi87	NC_027360	RefSeq
Enterococcus phage 9183	NC_055907	RefSeq
Enterococcus phage AE4_17	NC_055866	NCBI Virus, RefSeq
Enterococcus phage AUEF3	NC_042134	RefSeq
Enterococcus phage BC611	NC_018086	RefSeq
Enterococcus phage Ec-ZZ2	NC_031260	RefSeq
Enterococcus phage ECP3	NC_027335	RefSeq
Enterococcus phage EF-P10	KY472224	NCBI Virus, RefSeq
Enterococcus phage EF-P29	KY303907	NCBI Virus, RefSeq
Enterococcus phage EF24C	NC_009904	RefSeq, UniProt
Enterococcus phage EF62phi	NC_017732	NCBI Virus, RefSeq
Enterococcus phage EFA-1	MT350292	NCBI Virus, RefSeq
Enterococcus phage EFA-2	MT350293	NCBI Virus, RefSeq
Enterococcus phage EfaCPT1	NC_025465	RefSeq
Enterococcus phage EFAP-1	NC_012419	NCBI Virus, RefSeq
Enterococcus phage EFC-1	NC_025453	NCBI Virus, RefSeq
Enterococcus phage EFDG1	NC_029009	RefSeq
Enterococcus phage EFLK1	NC_029026	RefSeq
Enterococcus phage EFP01	NC_047796	RefSeq
Enterococcus phage EFP1	MN995824	NCBI Virus, RefSeq
Enterococcus phage EFRM31	NC_015270	NCBI Virus, RefSeq
Enterococcus phage EfsSzw-1	MH791397	NCBI Virus, RefSeq
Enterococcus phage EfsWh_1	MN871443	NCBI Virus, RefSeq
Enterococcus phage EfV12-phi1	NC_048087	RefSeq
Enterococcus phage Entf1	MK800154	NCBI Virus, RefSeq
Enterococcus phage heks	MT119359	NCBI Virus, RefSeq
Enterococcus phage IME-EFm1	NC_024356	NCBI Virus, RefSeq
Enterococcus phage IME-EFm5	NC_028826	NCBI Virus, RefSeq
Enterococcus phage IMEEF1	NC_041959	RefSeq
Enterococcus phage IME_EF3	NC_023595	RefSeq
Enterococcus phage LY0322	NC_042125	RefSeq
Enterococcus phage LY0323	MH375074	NCBI Virus, RefSeq
Enterococcus phage MSF2	MK982307	NCBI Virus, RefSeq
Enterococcus phage nattely	NC_055833	NCBI Virus, RefSeq
Enterococcus phage Nonaheksakonda	MK125140	NCBI Virus, RefSeq
Enterococcus phage PBEF129	MN854830	NCBI Virus, RefSeq
Enterococcus phage PEf771	MN241318	NCBI Virus, RefSeq
Enterococcus phage phiEf11	NC_013696	NCBI Virus, RefSeq
Enterococcus phage phiEF24C-P2	NC_047853	RefSeq
Enterococcus phage phiFL1A	NC_013646	RefSeq
Enterococcus phage phiFL1B	GQ478082	RefSeq
Enterococcus phage phiFL1C	GQ478083	RefSeq
Enterococcus phage phiFL2A	NC_013643	RefSeq
Enterococcus phage phiFL2B	GQ478085	RefSeq
Enterococcus phage phiFL3A	NC_013648	RefSeq
Enterococcus phage phiFL3B	GQ478087	RefSeq
Enterococcus phage phiFL4A	NC_013644	NCBI Virus, RefSeq
Enterococcus phage phiNASRA1	MG264739	NCBI Virus, RefSeq
Enterococcus phage phiSHEF2	NC_042021	RefSeq
Enterococcus phage phiSHEF4	NC_042022	RefSeq
Enterococcus phage phiSHEF5	NC_042023	RefSeq
Enterococcus phage PMBT2	NC_042101	RefSeq
Enterococcus phage SANTOR1	NC_031051	RefSeq
Enterococcus phage SAP6	NC_041960	RefSeq
Enterococcus phage vB_Efae230P-4	NC_025467	RefSeq
Enterococcus phage vB_EfaH_EF1TV	MK268686	NCBI Virus, RefSeq
Enterococcus phage vB_EfaM_Ef2.1	MK693030	NCBI Virus, RefSeq
Enterococcus phage vB_EfaM_Ef2.3	MK721192	NCBI Virus, RefSeq
Enterococcus phage vB_EfaP_Ef6.2	NC_049932	RefSeq
