virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level
Acinetobacter phage vB_AbaP_PD-AB9	NC_028679	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter phage vB_AbaS_TRS1	NC_031098	Acinetobacter baumannii A118	927193	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex; Acinetobacter baumannii	strain	Acinetobacter baumannii A118	['GCF_000186565.1']	GCF_000186565.1	Unreference	Scaffold
Acinetobacter phage vB_ApiM_fHyAci03	NC_049438	Acinetobacter pittii	48296	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter pittii	['GCF_000191145.1']	GCF_000191145.1	Reference	Complete Genome
Acinetobacter phage vB_ApiM_fHyAci03	NC_049438	Acinetobacter nosocomialis	106654	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter nosocomialis	['GCF_005281455.1']	GCF_005281455.1	Represent	Complete Genome
Acinetobacter phage vB_ApiP_P1	NC_042006	Acinetobacter pittii	48296	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter pittii	['GCF_000191145.1']	GCF_000191145.1	Reference	Complete Genome
Acinetobacter phage vB_ApiP_P1	NC_042006	Acinetobacter baumannii NIPH 290	1217631	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex; Acinetobacter baumannii	strain	Acinetobacter baumannii NIPH 290	['GCF_000369325.1']	GCF_000369325.1	Unreference	Scaffold
Acinetobacter phage vB_ApiP_P2	NC_042007	Acinetobacter pittii	48296	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter pittii	['GCF_000191145.1']	GCF_000191145.1	Reference	Complete Genome
Acinetobacter phage VB_ApiP_XC38	NC_055823	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter phage VB_ApiP_XC38	NC_055823	Acinetobacter pittii	48296	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter pittii	['GCF_000191145.1']	GCF_000191145.1	Reference	Complete Genome
Acinetobacter phage WCHABP1	NC_041966	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter phage WCHABP12	NC_041924	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter phage WCHABP5	NC_041967	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter phage YMC-13-01-C62	NC_024785	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter phage YMC/09/02/B1251	NC_019541	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter phage YMC11/11/R3177	NC_041866	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter phage YMC11/12/R2315	NC_028855	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter phage YMC11/12/R2315	NC_028855	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome
Acinetobacter phage YMC13/03/R2096	NC_027332	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter phage ZZ1	NC_018087	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome
Acinetobacter virus 133	NC_015250	Acinetobacter johnsonii	40214	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter	species	Acinetobacter johnsonii	['GCF_000368805.1']	GCF_000368805.1	Represent	Scaffold
Actinomyces phage Av-1	DQ123818	Actinomyces naeslundii	1655	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Actinomycetales; Actinomycetaceae; Actinomyces	species	Actinomyces naeslundii	['GCF_016127855.1']	GCF_016127855.1	Represent	Complete Genome
Actinomyces phage Av-1	DQ123818	Actinomyces naeslundii MG1	240017	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Actinomycetales; Actinomycetaceae; Actinomyces; Actinomyces naeslundii	strain	Actinomyces naeslundii MG1	['GCF_016127855.1']	GCF_016127855.1	Represent	Complete Genome
Actinomyces virus Av1	NC_009643	Actinomyces naeslundii	1655	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Actinomycetales; Actinomycetaceae; Actinomyces	species	Actinomyces naeslundii	['GCF_016127855.1']	GCF_016127855.1	Represent	Complete Genome
Actinoplanes phage phiAsp2	NC_005885	Actinoplanes sp. SN223/29	442459	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micromonosporales; Micromonosporaceae; Actinoplanes	species	Actinoplanes sp. SN223/29	['GCF_018324205.1', 'GCF_003711105.1', 'GCF_000494755.1', 'GCF_000284295.1']	GCF_018324205.1	Represent	Complete Genome
Aeribacillus phage AP45	NC_048651	Geobacillus icigianus	1430331	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus	species	Geobacillus icigianus	['GCF_014678925.1', 'GCF_012295505.1', 'GCF_002243665.1', 'GCF_002072065.1', 'GCF_000009785.1']	GCF_014678925.1	Represent	Complete Genome
Aeribacillus phage AP45	NC_048651	Aeribacillus sp.	1872391	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Aeribacillus	species	Aeribacillus sp.	['GCF_007827555.1']	GCF_007827555.1	Represent	Scaffold
Aeromonas phage 25AhydR2PP	NC_047966	Aeromonas hydrophila subsp. hydrophila ATCC 7966	380703	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas hydrophila; Aeromonas hydrophila subsp. hydrophila	strain	Aeromonas hydrophila subsp. hydrophila ATCC 7966	['GCF_000014805.1']	GCF_000014805.1	Unreference	Complete Genome
Aeromonas phage 2L372D	NC_048769	Aeromonas hydrophila subsp. hydrophila	196023	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas hydrophila	subspecies	Aeromonas hydrophila subsp. hydrophila	['GCF_002850695.3', 'GCF_002850695.2', 'GCF_000633175.1', 'GCF_000014805.1']	GCF_002850695.3	Unreference	Complete Genome
Aeromonas phage 2L372X	NC_048770	Aeromonas hydrophila subsp. hydrophila	196023	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas hydrophila	subspecies	Aeromonas hydrophila subsp. hydrophila	['GCF_002850695.3', 'GCF_002850695.2', 'GCF_000633175.1', 'GCF_000014805.1']	GCF_002850695.3	Unreference	Complete Genome
Aeromonas phage 2_D05	NC_054465	Aeromonas rivipollensis	948519	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas rivipollensis	['GCF_003015165.1']	GCF_003015165.1	Unreference	Complete Genome
Aeromonas phage 4L372D	NC_048771	Aeromonas hydrophila subsp. hydrophila	196023	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas hydrophila	subspecies	Aeromonas hydrophila subsp. hydrophila	['GCF_002850695.3', 'GCF_002850695.2', 'GCF_000633175.1', 'GCF_000014805.1']	GCF_002850695.3	Unreference	Complete Genome
Aeromonas phage 4L372XY	NC_048772	Aeromonas hydrophila subsp. hydrophila	196023	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas hydrophila	subspecies	Aeromonas hydrophila subsp. hydrophila	['GCF_002850695.3', 'GCF_002850695.2', 'GCF_000633175.1', 'GCF_000014805.1']	GCF_002850695.3	Unreference	Complete Genome
Aeromonas phage 4_4572	NC_048773	Aeromonas hydrophila subsp. hydrophila	196023	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas hydrophila	subspecies	Aeromonas hydrophila subsp. hydrophila	['GCF_002850695.3', 'GCF_002850695.2', 'GCF_000633175.1', 'GCF_000014805.1']	GCF_002850695.3	Unreference	Complete Genome
Aeromonas phage 4_D05	NC_054466	Aeromonas rivipollensis	948519	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas rivipollensis	['GCF_003015165.1']	GCF_003015165.1	Unreference	Complete Genome
Aeromonas phage 50AhydR13PP	NC_055746	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage 60AhydR15PP	NC_055747	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage Aeh1	NC_005260	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage Aes012	NC_020879	Aeromonas sp.	647	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas sp.	['GCA_018060595.1', 'GCA_018060445.1', 'GCA_018007095.1', 'GCA_018007015.1', 'GCA_018006695.1', 'GCA_018006315.1', 'GCA_018006035.1', 'GCA_018005985.1', 'GCA_018005615.1', 'GCA_018005255.1', 'GCA_018004795.1', 'GCA_017991055.1', 'GCA_017988655.1', 'GCA_017987815.1', 'GCA_017987675.1', 'GCA_017985615.1', 'GCA_017985275.1', 'GCA_017984555.1', 'GCA_013298855.1', 'GCA_003522325.1']	GCA_018060595.1	Unreference	Scaffold
Aeromonas phage Aes508	NC_019543	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas salmonicida	['GCF_012931585.1']	GCF_012931585.1	Represent	Complete Genome
Aeromonas phage Ah1	NC_055733	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage Ahp1	NC_047866	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage Ahp1	NC_047866	Aeromonas hydrophila subsp. hydrophila ATCC 7966	380703	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas hydrophila; Aeromonas hydrophila subsp. hydrophila	strain	Aeromonas hydrophila subsp. hydrophila ATCC 7966	['GCF_000014805.1']	GCF_000014805.1	Unreference	Complete Genome
Aeromonas phage AhSzq-1	NC_047949	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage AhSzw-1	NC_047950	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage AS-gz	NC_042019	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage AS-gz	NC_042019	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas salmonicida	['GCF_012931585.1']	GCF_012931585.1	Represent	Complete Genome
Aeromonas phage AS-sw	NC_048674	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage AS-sw	NC_048674	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas salmonicida	['GCF_012931585.1']	GCF_012931585.1	Represent	Complete Genome
Aeromonas phage AS-zj	NC_048673	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage AS-zj	NC_048673	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas salmonicida	['GCF_012931585.1']	GCF_012931585.1	Represent	Complete Genome
Aeromonas phage BUCT551	NC_052986	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage BUCT551	NC_052986	Aeromonas veronii	654	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas veronii	['GCF_008693705.1']	GCF_008693705.1	Represent	Complete Genome
Aeromonas phage CC2	NC_019538	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage CF7	NC_047865	Aeromonas hydrophila subsp. hydrophila	196023	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas hydrophila	subspecies	Aeromonas hydrophila subsp. hydrophila	['GCF_002850695.3', 'GCF_002850695.2', 'GCF_000633175.1', 'GCF_000014805.1']	GCF_002850695.3	Unreference	Complete Genome
Aeromonas phage LAh_6	NC_048774	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage LAh_7	NC_052985	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage LAh_8	NC_048775	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage LAh_9	NC_048776	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage pAh6-C	NC_025459	Aeromonas hydrophila	644	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas hydrophila	['GCF_017310215.1']	GCF_017310215.1	Represent	Complete Genome
Aeromonas phage phiA8-29	NC_048660	Aeromonas sp. A8-29	1569654	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas sp. A8-29	['GCF_020423125.1', 'GCF_020405345.1', 'GCF_020149575.1', 'GCF_017310215.1', 'GCF_016127195.1', 'GCF_016026615.1', 'GCF_014892695.1', 'GCF_014169735.1', 'GCF_012931585.1', 'GCF_008693705.1', 'GCF_900637545.1']	GCF_020423125.1	Represent	Complete Genome
Aeromonas phage phiAS4	NC_014635	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas salmonicida	['GCF_012931585.1']	GCF_012931585.1	Represent	Complete Genome
Aeromonas phage phiAS5	NC_014636	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas salmonicida	['GCF_012931585.1']	GCF_012931585.1	Represent	Complete Genome
Aeromonas phage phiAS7	NC_019528	Aeromonas salmonicida subsp. salmonicida	29491	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas salmonicida	subspecies	Aeromonas salmonicida subsp. salmonicida	['GCF_020683025.1', 'GCF_001643275.2', 'GCF_009858135.1', 'GCF_009858115.1', 'GCF_008370735.1', 'GCF_003692675.1', 'GCF_000196395.1', 'GCA_012933685.1']	GCF_020683025.1	Unreference	Complete Genome
Aeromonas phage pIS4-A	NC_042037	Aeromonas sp. IS4	728059	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas sp. IS4	['GCF_020423125.1', 'GCF_020405345.1', 'GCF_020149575.1', 'GCF_017310215.1', 'GCF_016127195.1', 'GCF_016026615.1', 'GCF_014892695.1', 'GCF_014169735.1', 'GCF_012931585.1', 'GCF_008693705.1', 'GCF_900637545.1']	GCF_020423125.1	Represent	Complete Genome
Aeromonas phage PX29	NC_023688	Aeromonas salmonicida	645	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	species	Aeromonas salmonicida	['GCF_012931585.1']	GCF_012931585.1	Represent	Complete Genome
