gcf	find_name	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
GCF_000735125.2	Sulfitobacter sp. CB2047	Unreference	Complete Genome	1525218	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp. CB2047;t__
GCF_001719125.1	Sulfolobus sp. A20	Unreference	Complete Genome	1891280	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus sp. A20;t__
GCF_019175345.1	Saccharolobus shibatae	Represent	Complete Genome	2286	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus shibatae;t__
GCF_000024305.1	Sulfolobus islandicus	Represent	Chromosome	43080	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__
GCF_000364745.1	Sulfolobus islandicus LAL14/1	Unreference	Complete Genome	1241935	strain	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;t__Sulfolobus islandicus LAL14/1
GCF_000007005.1	Saccharolobus solfataricus P2	Unreference	Complete Genome	273057	strain	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus;t__Saccharolobus solfataricus P2
GCF_003852155.1	Saccharolobus solfataricus	Represent	Complete Genome	2287	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus;t__
GCF_000195975.1	Parasynechococcus marenigrum WH 8102	Represent	Complete Genome	84588	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Parasynechococcus;s__Parasynechococcus marenigrum;t__Parasynechococcus marenigrum WH 8102
GCF_000179235.2	Synechococcus sp. CB0101	Unreference	Complete Genome	232348	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. CB0101;t__
GCF_015840915.1	Synechococcus sp. CBW1002	Unreference	Complete Genome	1353134	species	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. CBW1002;t__
GCF_004803875.1	Tenacibaculum maritimum	Represent	Complete Genome	107401	species	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum maritimum;t__
GCF_000307585.2	Thermoanaerobacterium saccharolyticum JW/SL-YS485	Represent	Complete Genome	1094508	strain	k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family III. Incertae Sedis;g__Thermoanaerobacterium;s__Thermoanaerobacterium saccharolyticum;t__Thermoanaerobacterium saccharolyticum JW/SL-YS485
GCF_005160065.1	Geobacillus kaustophilus NBRC 102445	Unreference	Complete Genome	1220595	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus kaustophilus;t__Geobacillus kaustophilus NBRC 102445
GCF_000091545.1	Thermus thermophilus HB8	Represent	Complete Genome	300852	strain	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus;t__Thermus thermophilus HB8
GCF_000008125.1	Thermus thermophilus HB27	Unreference	Complete Genome	262724	strain	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus;t__Thermus thermophilus HB27
GCF_000092225.1	Tsukamurella paurometabola	Represent	Complete Genome	2061	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Tsukamurellaceae;g__Tsukamurella;s__Tsukamurella paurometabola;t__
GCF_000770115.1	Vibrio harveyi	Represent	Complete Genome	669	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio harveyi;t__
GCF_005144905.1	Vibrio cyclitrophicus	Represent	Complete Genome	47951	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio cyclitrophicus;t__
GCF_003345295.1	Vibrio splendidus	Unreference	Complete Genome	29497	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio splendidus;t__
GCF_001677275.1	Vibrio breoganii	Unreference	Complete Genome	553239	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio breoganii;t__
GCF_022343205.1	Vibrio alginolyticus	Unreference	Complete Genome	663	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio alginolyticus;t__
GCF_002906475.1	Vibrio campbellii	Represent	Complete Genome	680	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio campbellii;t__
GCF_000464435.1	Vibrio campbellii ATCC BAA-1116	Unreference	Complete Genome	2902295	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio campbellii;t__Vibrio campbellii ATCC BAA-1116
GCF_003390675.1	Vibrio anguillarum	Represent	Chromosome	55601	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio anguillarum;t__
GCF_000011805.1	Aliivibrio fischeri	Unreference	Complete Genome	668	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio fischeri;t__
GCF_000196095.1	Vibrio parahaemolyticus	Represent	Complete Genome	670	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus;t__
GCF_013085165.1	Vibrio cholerae O1	Unreference	Complete Genome	127906	serogroup	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae;t__
GCF_001456255.1	Vibrio natriegens	Represent	Complete Genome	691	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio natriegens;t__
GCF_002021755.1	Vibrio owensii	Represent	Complete Genome	696485	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio owensii;t__
GCF_002204915.1	Vibrio vulnificus	Represent	Complete Genome	672	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio vulnificus;t__
GCF_000967465.2	Vibrio coralliilyticus	Represent	Chromosome	190893	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliilyticus;t__
GCF_000354175.2	Vibrio alginolyticus NBRC 15630 = ATCC 17749	Unreference	Complete Genome	1219076	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio alginolyticus;t__Vibrio alginolyticus NBRC 15630 = ATCC 17749
GCF_001951095.1	Weissella cibaria	Represent	Complete Genome	137591	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella cibaria;t__
GCF_000961215.1	Xanthomonas citri	Represent	Complete Genome	346	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas citri;t__
GCF_013388375.1	Xanthomonas campestris	Represent	Complete Genome	339	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris;t__
GCF_905367715.1	Xanthomonas arboricola pv. juglandis	Represent	Complete Genome	195709	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas arboricola;t__
GCF_021777455.1	Xanthomonas campestris pv. campestris	Unreference	Complete Genome	340	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas campestris;t__
GCF_017724035.1	Xanthomonas euvesicatoria	Represent	Complete Genome	456327	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas euvesicatoria;t__
GCF_900183975.1	Xanthomonas fragariae	Represent	Complete Genome	48664	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas fragariae;t__
GCF_001908725.1	Xanthomonas vesicatoria	Represent	Complete Genome	56460	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas vesicatoria;t__
GCF_001021915.1	Xanthomonas oryzae	Represent	Complete Genome	347	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae;t__
GCF_022409615.1	Xanthomonas oryzae pv. oryzae	Unreference	Complete Genome	64187	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas oryzae;t__
GCF_000007245.1	Xylella fastidiosa	Represent	Complete Genome	2371	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa;t__
GCF_000222975.1	Yersinia pestis	Represent	Complete Genome	632	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis;t__
GCF_016727905.1	Yersinia enterocolitica	Unreference	Complete Genome	630	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia enterocolitica;t__
GCF_009730055.1	Yersinia intermedia	Represent	Complete Genome	631	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia intermedia;t__
GCF_013282745.1	Yersinia bercovieri	Unreference	Chromosome	634	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia bercovieri;t__
GCF_013282785.1	Yersinia kristensenii	Unreference	Complete Genome	28152	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia kristensenii;t__
GCF_002591195.1	Yersinia frederiksenii	Unreference	Complete Genome	29484	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia frederiksenii;t__
GCF_013282725.1	Yersinia mollaretii	Represent	Complete Genome	33060	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia mollaretii;t__
GCF_001047675.1	Yersinia aleksiciae	Unreference	Complete Genome	263819	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia aleksiciae;t__
GCF_000834295.1	Yersinia pseudotuberculosis	Represent	Complete Genome	633	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pseudotuberculosis;t__
