host_name	host_taxid	host_tax_rank	host_lineage	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Bacillus cereus ATCC 10876	526980	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus	Bacillus cereus ATCC 10876	['GCF_000160895.1']	GCF_000160895.1	Unreference	Chromosome	526980	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus;t__Bacillus cereus ATCC 10876
Bacillus licheniformis	1402	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group	Bacillus licheniformis	['GCF_002074095.1']	GCF_002074095.1	Represent	Complete Genome	1402	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis;t__
Bacillus subtilis	1423	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group	Bacillus subtilis	['GCF_000009045.1']	GCF_000009045.1	Reference	Complete Genome	1423	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis;t__
Bacillus anthracis str. Vollum	261591	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus anthracis	Bacillus anthracis str. Vollum	['GCF_000742895.1']	GCF_000742895.1	Unreference	Complete Genome	261591	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus anthracis;t__Bacillus anthracis str. Vollum
Bacillus cereus BtB2-4	1053197	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus	Bacillus cereus	['GCF_018309165.1']	GCF_018309165.1	Represent	Complete Genome	1396	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus;t__
Priestia megaterium	1404	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia	Priestia megaterium	['GCF_022537925.1', 'GCF_022023815.1', 'GCF_017798265.1', 'GCF_017352315.1', 'GCF_017086565.1', 'GCF_017086545.1', 'GCF_017086525.1', 'GCF_015643545.1', 'GCF_015582655.1', 'GCF_003072605.2', 'GCF_013458535.1', 'GCF_013389435.1', 'GCF_013146705.1', 'GCF_012275205.1', 'GCF_011058275.1', 'GCF_009911775.1', 'GCF_009497655.1', 'GCF_000334875.3', 'GCF_006385935.1', 'GCF_006094495.1', 'GCF_000334875.2', 'GCF_003351965.1', 'GCF_003072605.1', 'GCF_002009195.1', 'GCF_001050455.1', 'GCF_000832985.1', 'GCF_000225265.1', 'GCF_000025805.1', 'GCF_000025825.1', 'GCA_008728615.1', 'GCA_008728595.1', 'GCA_008728575.1', 'GCA_008728555.1', 'GCA_008728535.1', 'GCF_007923065.1', 'GCF_002872495.1', 'GCF_007923105.1', 'GCF_005491525.1', 'GCA_002872495.2', 'GCA_002872495.1']	GCF_022537925.1	Unreference	Complete Genome	1404	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia megaterium;t__
Bacillus cereus ATCC 4342	526977	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus	Bacillus cereus ATCC 4342	['GCF_000832845.1', 'GCF_000161015.1']	GCF_000832845.1	Unreference	Complete Genome	526977	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus;t__Bacillus cereus ATCC 4342
Bacillus thuringiensis str. Al Hakam	412694	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus thuringiensis	Bacillus thuringiensis str. Al Hakam	['GCF_000015065.1']	GCF_000015065.1	Unreference	Complete Genome	412694	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis;t__Bacillus thuringiensis str. Al Hakam
Priestia megaterium QM B1551	545693	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia; Priestia megaterium	Priestia megaterium QM B1551	['GCF_000025825.1']	GCF_000025825.1	Unreference	Complete Genome	545693	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia megaterium;t__Priestia megaterium QM B1551
Priestia megaterium WSH-002	1006007	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia; Priestia megaterium	Priestia megaterium WSH-002	['GCF_000225265.1']	GCF_000225265.1	Unreference	Complete Genome	1006007	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia megaterium;t__Priestia megaterium WSH-002
Bacillus cereus NC7401	334406	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus	Bacillus cereus NC7401	['GCF_000283675.1']	GCF_000283675.1	Unreference	Complete Genome	334406	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus;t__Bacillus cereus NC7401
Bacillus thuringiensis serovar israelensis ATCC 35646	339854	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus thuringiensis	Bacillus thuringiensis	['GCF_000161615.1']	GCF_000161615.1	Represent	Chromosome	1428	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis;t__
Bacillus subtilis subsp. natto	86029	subspecies	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus subtilis	Bacillus subtilis subsp. natto	['GCF_020773035.1', 'GCF_001565875.1', 'GCF_000209795.2', 'GCF_000209795.1']	GCF_020773035.1	Unreference	Complete Genome	86029	subspecies	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis;t__Bacillus subtilis subsp. natto
Bacillus thuringiensis serovar berliner	1434	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacillus thuringiensis serovar berliner	['GCF_000161615.1']	GCF_000161615.1	Represent	Chromosome	1434	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis;t__
Bacillus thuringiensis serovar kurstaki str. HD73	1279365	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus thuringiensis	Bacillus thuringiensis serovar kurstaki str. HD73	['GCF_000338755.1']	GCF_000338755.1	Unreference	Complete Genome	1279365	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis;t__Bacillus thuringiensis serovar kurstaki str. HD73
Bacillus subtilis str. 10	564286	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus subtilis	Bacillus subtilis	['GCF_000009045.1']	GCF_000009045.1	Reference	Complete Genome	1423	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis;t__
Bacillus paralicheniformis ATCC 9945a	766760	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus paralicheniformis	Bacillus paralicheniformis ATCC 9945a	['GCF_000408885.1']	GCF_000408885.1	Unreference	Complete Genome	766760	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis;t__Bacillus paralicheniformis ATCC 9945a
Peribacillus simplex	1478	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Peribacillus	Peribacillus simplex	['GCF_002243645.1']	GCF_002243645.1	Represent	Complete Genome	1478	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus;s__Peribacillus simplex;t__
Priestia megaterium DSM 319	592022	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia; Priestia megaterium	Priestia megaterium DSM 319	['GCF_000025805.1']	GCF_000025805.1	Unreference	Complete Genome	592022	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Priestia;s__Priestia megaterium;t__Priestia megaterium DSM 319
Bacillus amyloliquefaciens	1390	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus amyloliquefaciens group	Bacillus amyloliquefaciens	['GCF_000242855.2']	GCF_000242855.2	Represent	Complete Genome	1390	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus amyloliquefaciens;t__
Bacillus licheniformis DSM 13 = ATCC 14580	279010	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus licheniformis	Bacillus licheniformis DSM 13 = ATCC 14580	['GCF_000011645.1', 'GCF_000008425.1']	GCF_000011645.1	Unreference	Complete Genome	279010	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis;t__Bacillus licheniformis DSM 13 = ATCC 14580
Bacillus pumilus SAFR-032	315750	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus pumilus	Bacillus pumilus SAFR-032	['GCF_000017885.4', 'GCF_000017885.3', 'GCF_000017885.2', 'GCF_000017885.1']	GCF_000017885.4	Unreference	Complete Genome	315750	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus;t__Bacillus pumilus SAFR-032
Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10	535026	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus subtilis; Bacillus subtilis subsp. subtilis	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10	['GCF_006088795.1', 'GCF_000344745.1', 'GCF_000186085.1']	GCF_006088795.1	Unreference	Complete Genome	535026	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis;t__Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10
Bacillus thuringiensis serovar kurstaki str. HD-1	1261129	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus thuringiensis	Bacillus thuringiensis serovar kurstaki str. HD-1	['GCF_000717535.1']	GCF_000717535.1	Unreference	Complete Genome	1261129	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis;t__Bacillus thuringiensis serovar kurstaki str. HD-1
Bacillus thuringiensis serovar tenebrionis str. YBT-1765	529121	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus thuringiensis	Bacillus thuringiensis	['GCF_000161615.1']	GCF_000161615.1	Represent	Chromosome	1428	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis;t__
Bacillus velezensis FZB42	326423	strain	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus amyloliquefaciens group; Bacillus velezensis	Bacillus velezensis FZB42	['GCF_000015785.2', 'GCF_000015785.1']	GCF_000015785.2	Unreference	Complete Genome	326423	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis;t__Bacillus velezensis FZB42
Bacillus altitudinis	293387	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus altitudinis complex	Bacillus altitudinis	['GCF_001191605.1']	GCF_001191605.1	Represent	Complete Genome	293387	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis;t__
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	572265	forma specialis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; ant, tsetse, mealybug, aphid, etc. endosymbionts; aphid secondary symbionts; Candidatus Hamiltonella; Candidatus Hamiltonella defensa	Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	['GCF_000021705.1']	GCF_000021705.1	Represent	Chromosome	572265	forma specialis	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Candidatus Hamiltonella;s__Candidatus Hamiltonella defensa;t__
Ruegeria pomeroyi DSS-3	246200	strain	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Ruegeria; Ruegeria pomeroyi	Ruegeria pomeroyi DSS-3	['GCF_000011965.2']	GCF_000011965.2	Represent	Complete Genome	246200	strain	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Ruegeria;s__Ruegeria pomeroyi;t__Ruegeria pomeroyi DSS-3
Vibrio cholerae O139	45888	serogroup	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	Vibrio cholerae	['GCF_008369605.1']	GCF_008369605.1	Represent	Complete Genome	666	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio cholerae;t__
Paenibacillus larvae	1464	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus	Paenibacillus larvae	['GCF_002951935.1']	GCF_002951935.1	Represent	Complete Genome	1464	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus larvae;t__
Escherichia coli K-12	83333	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli K-12	['GCF_000005845.2']	GCF_000005845.2	Reference	Complete Genome	83333	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli K-12
Escherichia coli C	498388	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli C	['GCF_002079225.1']	GCF_002079225.1	Unreference	Complete Genome	498388	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli C
Pseudomonas syringae pv. syringae	321	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1	Pseudomonas syringae pv. syringae	['GCF_002905815.2', 'GCF_900235865.1', 'GCF_900235825.1', 'GCF_000988485.1', 'GCF_000988395.1', 'GCF_000012245.1', 'GCF_000412165.1', 'GCF_000331385.1']	GCF_002905815.2	Unreference	Complete Genome	321	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas syringae;t__
Pseudomonas syringae pv. tomato	323	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group	Pseudomonas syringae pv. tomato	['GCF_000007805.1']	GCF_000007805.1	Represent	Complete Genome	323	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas syringae group genomosp. 3;t__
Shigella sonnei	624	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Citrobacter rodentium	67825	species	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter	Citrobacter rodentium	['GCF_021278985.1']	GCF_021278985.1	Represent	Complete Genome	67825	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter rodentium;t__
Escherichia coli str. K-12 substr. MG1655	511145	strain	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	Escherichia coli str. K-12 substr. MG1655	['GCF_000005845.2']	GCF_000005845.2	Reference	Complete Genome	511145	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;t__Escherichia coli K-12
Bacteroides fragilis	817	species	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	Bacteroides fragilis	['GCF_016889925.1']	GCF_016889925.1	Represent	Complete Genome	817	species	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis;t__
Bacteroides intestinalis	329854	species	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	Bacteroides intestinalis	['GCF_020341675.1']	GCF_020341675.1	Represent	Chromosome	329854	species	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis;t__
Bacteroides xylanisolvens	371601	species	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	Bacteroides xylanisolvens	['GCF_018289135.1']	GCF_018289135.1	Represent	Complete Genome	371601	species	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens;t__
Bacteroides thetaiotaomicron VPI-5482	226186	strain	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides thetaiotaomicron	Bacteroides thetaiotaomicron VPI-5482	['GCF_000011065.1']	GCF_000011065.1	Unreference	Complete Genome	226186	strain	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron;t__Bacteroides thetaiotaomicron VPI-5482
Bdellovibrio bacteriovorus	959	species	Bacteria; Proteobacteria; Oligoflexia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio	Bdellovibrio bacteriovorus	['GCF_000691605.1']	GCF_000691605.1	Represent	Complete Genome	959	species	k__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio bacteriovorus;t__
Bifidobacterium asteroides	1684	species	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium	Bifidobacterium asteroides	['GCF_000304215.1']	GCF_000304215.1	Represent	Complete Genome	1684	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium asteroides;t__
Bordetella bronchiseptica	518	species	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella	Bordetella bronchiseptica	['GCF_900636925.1']	GCF_900636925.1	Represent	Complete Genome	518	species	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella bronchiseptica;t__
Paenibacillus larvae subsp. pulvifaciens	1477	subspecies	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; Paenibacillus larvae	Paenibacillus larvae subsp. pulvifaciens	['GCF_002082155.1', 'GCF_002043025.1', 'GCF_002007765.1']	GCF_002082155.1	Unreference	Complete Genome	1477	subspecies	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus larvae;t__Paenibacillus larvae subsp. pulvifaciens
Brevibacillus laterosporus	1465	species	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus	Brevibacillus laterosporus	['GCF_002706795.1']	GCF_002706795.1	Represent	Complete Genome	1465	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus;t__
