virus_name	refseq_id	virus_taxid	virus_lineage	evidence	host_name	host_taxid	host_lineage	host_rank
Acinetobacter phage vB_AbaM_Berthold	NC_049490	2686290	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus Berthold;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaM_Kimel	NC_049492	2686303	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus Kimel;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaM_Konradin	NC_049479	2666257	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus Konradin;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaM_Lazarus	NC_049493	2686289	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus Lazarus;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaM_ME3	NC_041884	1837876	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Metrivirus;s__Acinetobacter virus ME3;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaM_phiAbaA1	NC_031280	1605379	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Saclayvirus;s__Acinetobacter phage vB_AbaM_phiAbaA1;t__	NCBI Virus, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaM_PhT2	NC_049494	2690230	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Hadassahvirus;s__Acinetobacter virus PhT2;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaP_46-62_Aci07	NC_048076	2315468	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus Aci07;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaP_Acibel007	NC_025457	1481187	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Daemvirus;s__Acinetobacter virus Acibel007;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaP_AS11	NC_041915	1932886	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus AS11;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaP_AS12	NC_041914	1932885	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus AS12;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaP_B09_Aci08	NC_048081	2315601	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus Aci08;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaP_B1	NC_042003	2016049	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B1;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaP_B1	NC_042003	2016049	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B1;t__	Literature	Acinetobacter baumannii NIPH 2061	1217645	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__Acinetobacter baumannii NIPH 2061	strain
Acinetobacter phage vB_AbaP_B3	NC_042004	2016050	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B3;t__	Literature	Acinetobacter nosocomialis	106654	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis;t__	species
Acinetobacter phage vB_AbaP_B3	NC_042004	2016050	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B3;t__	Literature	Acinetobacter baumannii NIPH 2061	1217645	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__Acinetobacter baumannii NIPH 2061	strain
Acinetobacter phage vB_AbaP_B5	NC_042005	2678937	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B5;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaP_B5	NC_042005	2678937	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus B5;t__	Literature, RefSeq	Acinetobacter baumannii NIPH 2061	1217645	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__Acinetobacter baumannii NIPH 2061	strain
Acinetobacter phage vB_AbaP_D2	NC_042124	2126803	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus D2;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaP_PD-6A3	NC_028684	1701807	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus PD6A3;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaP_PD-6A3	NC_028684	1701807	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus PD6A3;t__	Literature	Staphylococcus aureus	1280	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__	species
Acinetobacter phage vB_AbaP_PD-AB9	NC_028679	1701808	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus PDAB9;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage vB_AbaS_TRS1	NC_031098	1852629	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Acinetobacter phage vB_AbaS_TRS1;t__	Literature, NCBI Virus, RefSeq	Acinetobacter baumannii A118	927193	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__Acinetobacter baumannii A118	strain
Acinetobacter phage vB_ApiM_fHyAci03	NC_049438	2269366	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus fHyAci03;t__	Literature, RefSeq	Acinetobacter pittii	48296	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii;t__	species
Acinetobacter phage vB_ApiM_fHyAci03	NC_049438	2269366	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Lazarusvirus;s__Acinetobacter virus fHyAci03;t__	Literature	Acinetobacter nosocomialis	106654	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis;t__	species
Acinetobacter phage vB_ApiP_P1	NC_042006	2016052	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus P1;t__	Literature, RefSeq	Acinetobacter pittii	48296	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii;t__	species
Acinetobacter phage vB_ApiP_P1	NC_042006	2016052	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus P1;t__	Literature	Acinetobacter baumannii NIPH 290	1217631	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__Acinetobacter baumannii NIPH 290	strain
Acinetobacter phage vB_ApiP_P2	NC_042007	2016053	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus P2;t__	Literature, RefSeq	Acinetobacter pittii	48296	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii;t__	species
Acinetobacter phage VB_ApiP_XC38	NC_055823	2655002	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Schitoviridae;g__Presleyvirus;s__Acinetobacter phage VB_ApiP_XC38;t__	Literature	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage VB_ApiP_XC38	NC_055823	2655002	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Schitoviridae;g__Presleyvirus;s__Acinetobacter phage VB_ApiP_XC38;t__	Literature, NCBI Virus, RefSeq	Acinetobacter pittii	48296	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii;t__	species
Acinetobacter phage WCHABP1	NC_041966	1983409	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Obolenskvirus;s__Acinetobacter virus WCHABP1;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage WCHABP12	NC_041924	1965454	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Obolenskvirus;s__Acinetobacter virus WCHABP12;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage WCHABP5	NC_041967	1983525	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Friunavirus;s__Acinetobacter virus WCHABP5;t__	RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage YMC-13-01-C62	NC_024785	1505225	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Obolenskvirus;s__Acinetobacter virus AbC62;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage YMC/09/02/B1251	NC_019541	1221835	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Vieuvirus;s__Acinetobacter virus B1251;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage YMC11/11/R3177	NC_041866	1628721	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Vieuvirus;s__Acinetobacter virus R3177;t__	Literature	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage YMC11/12/R2315	NC_028855	1628720	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Obolenskvirus;s__Acinetobacter virus AbC62;t__	Literature	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage YMC11/12/R2315	NC_028855	1628720	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Obolenskvirus;s__Acinetobacter virus AbC62;t__	Literature	Staphylococcus aureus	1280	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__	species
Acinetobacter phage YMC13/03/R2096	NC_027332	1560342	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Acinetobacter phage YMC13/03/R2096;t__	NCBI Virus, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter phage ZZ1	NC_018087	1049283	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Zedzedvirus;s__Acinetobacter virus ZZ1;t__	Literature, RefSeq	Acinetobacter baumannii	470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__	species
Acinetobacter virus 133	NC_015250	279006	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Acinetobacter virus 133;t__	Literature, NCBI Virus, RefSeq	Acinetobacter johnsonii	40214	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii;t__	species
Actinomyces phage Av-1	DQ123818	2880361	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Dybvigvirus;s__Actinomyces virus Av1;t__	Literature, RefSeq	Actinomyces naeslundii	1655	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces naeslundii;t__	species
Actinomyces phage Av-1	DQ123818	2880361	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Dybvigvirus;s__Actinomyces virus Av1;t__	Literature	Actinomyces naeslundii MG1	240017	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces naeslundii;t__Actinomyces naeslundii MG1	strain
Actinomyces virus Av1	NC_009643	338473	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Dybvigvirus;s__Actinomyces virus Av1;t__	NCBI Virus, RefSeq	Actinomyces naeslundii	1655	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces naeslundii;t__	species
Actinoplanes phage phiAsp2	NC_005885	279303	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Actinoplanes phage phiAsp2;t__	NCBI Virus, RefSeq	Actinoplanes sp. SN223/29	442459	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes sp. SN223/29;t__	species
Aeribacillus phage AP45	NC_048651	1913112	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Kamchatkavirus;s__Aeribacillus virus AP45;t__	Literature	Geobacillus icigianus	1430331	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus icigianus;t__	species
Aeribacillus phage AP45	NC_048651	1913112	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Kamchatkavirus;s__Aeribacillus virus AP45;t__	Literature	Aeribacillus sp.	1872391	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Aeribacillus;s__Aeribacillus sp.;t__	species
Aeromonas phage 25AhydR2PP	NC_047966	2163976	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Aerosvirus;s__Aeromonas virus 25AhydR2PP;t__	Literature	Aeromonas hydrophila subsp. hydrophila ATCC 7966	380703	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila;t__Aeromonas hydrophila subsp. hydrophila ATCC 7966	strain
Aeromonas phage 2L372D	NC_048769	2588097	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Plateaulakevirus;s__Aeromonas virus 2L372D;t__	Literature	Aeromonas hydrophila subsp. hydrophila	196023	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila;t__Aeromonas hydrophila subsp. hydrophila	subspecies
Aeromonas phage 2L372X	NC_048770	2588515	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Plateaulakevirus;s__Aeromonas virus 2L372X;t__	Literature	Aeromonas hydrophila subsp. hydrophila	196023	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila;t__Aeromonas hydrophila subsp. hydrophila	subspecies
Aeromonas phage 2_D05	NC_054465	2588098	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Aeromonas phage 2_D05;t__	Literature, NCBI Virus, RefSeq	Aeromonas rivipollensis	948519	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivipollensis;t__	species
Aeromonas phage 4L372D	NC_048771	2588518	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Plateaulakevirus;s__Aeromonas virus 4L372D;t__	Literature	Aeromonas hydrophila subsp. hydrophila	196023	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila;t__Aeromonas hydrophila subsp. hydrophila	subspecies
Aeromonas phage 4L372XY	NC_048772	2588520	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Plateaulakevirus;s__Aeromonas virus 4L372XY;t__	Literature	Aeromonas hydrophila subsp. hydrophila	196023	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila;t__Aeromonas hydrophila subsp. hydrophila	subspecies
Aeromonas phage 4_4572	NC_048773	2588517	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Lahexavirus;s__Aeromonas virus 4-4572;t__	Literature	Aeromonas hydrophila subsp. hydrophila	196023	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila;t__Aeromonas hydrophila subsp. hydrophila	subspecies
Aeromonas phage 4_D05	NC_054466	2588099	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Aeromonas phage 4_D05;t__	Literature, NCBI Virus, RefSeq	Aeromonas rivipollensis	948519	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivipollensis;t__	species
Aeromonas phage 50AhydR13PP	NC_055746	2163978	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Tulanevirus;s__Aeromonas phage 50AhydR13PP;t__	Literature, NCBI Virus, RefSeq	Aeromonas hydrophila	644	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila;t__	species
Aeromonas phage 60AhydR15PP	NC_055747	2163979	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Tulanevirus;s__Aeromonas virus AS4;t__	Literature, NCBI Virus, RefSeq	Aeromonas hydrophila	644	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila;t__	species
