host	virus	species_tag	genus_tag
GCF_014623425.1	NC_049925.1	1	1
GCF_014623425.1	NC_049919.1	1	1
GCF_014623425.1	NC_049921.1	1	1
GCF_014623425.1	NC_049920.1	1	1
GCF_014623425.1	NC_049917.1	1	1
GCF_014623425.1	NC_013594.1	1	1
GCF_014623425.1	NC_027339.1	0	0
GCF_014623425.1	NC_000929.1	1	1
GCF_014623425.1	NC_025434.1	0	0
GCF_014623425.1	NC_028685.1	0	0
GCF_014623425.1	NC_027382.1	0	0
GCF_014623425.1	NC_028660.1	1	1
GCF_014623425.1	NC_008464.1	1	1
GCF_014623425.1	NC_029120.1	0	0
GCF_014623425.1	NC_019768.1	1	1
GCF_014623425.1	NC_003356.1	1	1
GCF_014623425.1	NC_005344.1	0	0
GCF_014623425.1	AF547987.1	0	0
GCF_014623425.1	NC_019710.1	1	1
GCF_014623425.1	NC_002167.1	1	1
GCF_014623425.1	NC_027398.1	0	0
GCF_014623425.1	NC_019720.1	1	1
GCF_014623425.1	NC_019501.1	1	1
GCF_014623425.1	NC_003444.1	0	0
GCF_014623425.1	NC_019767.1	1	1
GCF_014623425.1	NC_019706.1	1	1
GCF_014623425.1	NC_049926.1	1	1
GCF_014623425.1	NC_021857.1	0	0
GCF_014623425.1	NC_028696.2	0	0
GCF_014623425.1	NC_022749.1	0	0
GCF_014623425.1	NC_042346.1	0	0
GCF_014623425.1	NC_019715.1	1	1
GCF_014623425.1	NC_019714.1	1	1
GCF_014623425.1	NC_050154.1	1	1
GCF_014623425.1	NC_002371.2	0	0
GCF_014623425.1	BK000583.1	0	0
GCF_014623425.1	AF527608.1	0	0
GCF_014623425.1	NC_031019.1	0	0
GCF_014623425.1	NC_005856.1	1	1
GCF_014623425.1	NC_005841.1	0	0
GCF_014623425.1	NC_047875.1	0	0
GCF_014623425.1	NC_014900.1	0	0
GCF_014623425.1	NC_011802.1	0	0
GCF_014623425.1	NC_042128.1	1	1
GCF_014623425.1	NC_031940.1	0	0
GCF_014623425.1	NC_030919.1	0	0
GCF_014623425.1	NC_019705.1	1	1
GCF_014623425.1	NC_019769.1	1	1
GCF_014840915.2	NC_028943.1	0	0
GCF_014840915.2	NC_041848.1	0	0
GCF_014840915.2	KC618326.1	0	0
GCF_014840915.2	NC_055846.1	0	0
GCF_014840915.2	NC_055844.1	0	0
GCF_014840915.2	NC_049388.1	0	0
GCF_014840915.2	NC_049387.1	0	0
GCF_014840915.2	NC_005056.1	0	0
GCF_014840915.2	NC_004745.1	0	0
GCF_014840915.2	NC_049389.1	0	0
GCF_014840915.2	NC_049385.1	0	0
GCF_014840915.2	NC_028896.1	0	0
GCF_014840915.2	NC_022750.1	0	0
GCF_014840915.2	NC_049386.1	0	0
GCF_014840915.2	NC_049390.1	0	0
GCF_014840915.2	NC_055845.1	0	0
GCF_014840915.2	NC_049461.1	0	0
GCF_014840915.2	NC_001895.1	0	0
GCF_014840915.2	AF063097.1	0	0
GCF_014840915.2	NC_049457.1	0	0
GCF_014840915.2	NC_021774.1	1	1
GCF_014840915.2	NC_010463.1	1	1
GCF_014840915.2	NC_031129.1	1	1
GCF_014840915.2	NC_049343.1	0	0
GCF_014840915.2	NC_004313.1	1	1
GCF_014840915.2	NC_047753.1	1	1
GCF_014840915.2	NC_031940.1	1	1
GCF_014841035.1	NC_010179.2	1	1
GCF_014841035.1	NC_007924.1	0	1
GCF_014841035.1	NC_005355.1	1	1
GCF_014841035.1	NC_000896.1	0	1
GCF_016126715.1	NC_048192.1	1	1
GCF_016126715.1	NC_055024.1	1	1
GCF_016126715.1	NC_007051.1	0	1
GCF_016126715.1	NC_055021.1	1	1
GCF_016126715.1	NC_055025.1	1	1
GCF_016127255.1	NC_055037.1	1	1
GCF_016452145.1	NC_010463.1	1	1
GCF_016452145.1	NC_021857.1	0	0
GCF_016452145.1	NC_031940.1	1	1
GCF_016452145.1	NC_047753.1	1	1
GCF_016452145.1	NC_004313.1	1	1
GCF_016452145.1	NC_022749.1	0	0
GCF_016452145.1	NC_019488.1	1	1
GCF_016452145.1	NC_019545.1	1	1
GCF_016452145.1	NC_003444.1	0	0
GCF_016452145.1	NC_027339.1	0	0
GCF_016452145.1	NC_010393.1	1	1
GCF_016452145.1	NC_010392.1	1	1
GCF_016452145.1	NC_019716.1	0	0
GCF_016452145.1	NC_049941.1	0	0
GCF_016452145.1	NC_049448.1	0	0
GCF_016452145.1	NC_031129.1	1	1
GCF_016452145.1	KF030445.1	0	0
GCF_016452145.1	NC_009514.1	0	0
GCF_016452145.1	NC_028699.1	1	1
GCF_016452145.1	NC_002166.1	0	0
GCF_016452145.1	NC_049951.1	0	0
GCF_016452145.1	NC_002730.1	0	0
GCF_016452145.1	NC_010391.1	1	1
GCF_016452145.1	NC_049926.1	0	0
GCF_016452145.1	NC_019769.1	0	0
GCF_016452145.1	NC_049944.1	0	0
GCF_016452145.1	NC_028685.1	0	0
GCF_016452145.1	NC_049942.1	0	0
GCF_016452145.1	NC_049943.1	0	0
GCF_016452145.1	NC_049945.1	0	0
GCF_016452145.1	NC_049918.1	0	0
GCF_016452145.1	NC_049917.1	0	0
GCF_016452145.1	NC_011357.1	0	0
GCF_016452145.1	NC_028449.1	0	0
GCF_016452145.1	NC_028656.1	0	0
GCF_016454285.1	NC_010393.1	1	1
GCF_016454285.1	NC_010392.1	1	1
GCF_016454285.1	NC_028699.1	1	1
GCF_016454285.1	NC_019545.1	1	1
GCF_016454285.1	NC_004313.1	1	1
GCF_016454285.1	NC_049946.1	0	0
GCF_016454285.1	NC_031940.1	1	1
GCF_016454285.1	NC_010391.1	1	1
GCF_016454285.1	NC_010463.1	1	1
GCF_016454285.1	NC_031129.1	1	1
GCF_016454325.1	NC_010392.1	1	1
GCF_016454325.1	NC_028699.1	1	1
GCF_016454325.1	NC_019545.1	1	1
GCF_016454325.1	NC_010393.1	1	1
GCF_016454325.1	NC_006949.1	1	1
GCF_016454325.1	NC_011976.1	1	1
GCF_016454325.1	NC_013059.1	1	1
GCF_016454325.1	NC_028696.2	1	1
GCF_016454325.1	NC_010463.1	1	1
GCF_016454325.1	NC_019708.1	0	0
GCF_016454325.1	NC_019705.1	0	0
GCF_016454325.1	NC_004348.1	1	1
GCF_016454325.1	NC_014900.1	1	1
GCF_016454325.1	NC_042346.1	1	1
GCF_016454325.1	NC_030919.1	1	1
GCF_016454325.1	NC_005344.1	0	0
GCF_016454325.1	AF547987.1	0	0
GCF_016454325.1	NC_016160.1	0	0
GCF_016454325.1	NC_010391.1	1	1
GCF_016454325.1	NC_031946.1	1	1
GCF_016454325.1	NC_047875.1	1	1
GCF_016454325.1	NC_019711.1	0	0
GCF_016454325.1	NC_021774.1	1	1
GCF_016454325.1	NC_005841.1	1	1
GCF_016454325.1	NC_011802.1	1	1
GCF_016454325.1	NC_049942.1	0	0
GCF_016454325.1	NC_049952.1	0	0
GCF_016454325.1	NC_049943.1	0	0
GCF_016454325.1	NC_049945.1	0	0
GCF_016454325.1	NC_004313.1	1	1
GCF_016454325.1	NC_019501.1	0	0
GCF_016454325.1	NC_010237.1	0	0
GCF_016454325.1	NC_031019.1	1	1
GCF_016454325.1	NC_011357.1	0	0
GCF_016454325.1	NC_002371.2	1	1
GCF_016454325.1	BK000583.1	1	1
GCF_016454325.1	AF527608.1	1	1
GCF_016454325.1	NC_049926.1	0	0
GCF_016454325.1	NC_027398.1	0	0
GCF_016454325.1	NC_019714.1	0	0
GCF_016454325.1	NC_019715.1	0	0
GCF_016454325.1	NC_019720.1	0	0
GCF_016454325.1	NC_019767.1	0	0
GCF_016454325.1	NC_019768.1	0	0
GCF_016454325.1	NC_049951.1	0	0
GCF_016454325.1	NC_047753.1	1	1
GCF_016454325.1	NC_031129.1	1	1
GCF_016454325.1	NC_019723.1	0	0
GCF_016454325.1	NC_042057.1	0	0
GCF_016454325.1	NC_001416.1	0	0
GCF_016454325.1	CP000711.1	0	0
GCF_016726285.1	NC_049341.1	0	0
GCF_016726285.1	NC_049449.1	0	0
GCF_016726285.1	NC_047818.1	0	0
GCF_016726285.1	NC_049344.1	0	0
GCF_016726285.1	NC_026014.1	0	0
GCF_016726285.1	NC_049391.1	0	0
GCF_016726285.1	NC_049342.1	0	0
GCF_016726285.1	NC_004813.1	0	0
GCF_016726285.1	NC_049452.1	0	0
GCF_016726285.1	NC_049941.1	0	0
GCF_016726285.1	NC_049343.1	0	0
GCF_016726285.1	NC_049942.1	0	0
GCF_016726285.1	NC_049943.1	0	0
GCF_016726285.1	NC_049945.1	0	0
GCF_016726285.1	NC_011357.1	0	0
GCF_016726285.1	NC_019488.1	0	0
GCF_016726285.1	NC_011356.1	0	0
GCF_016726285.1	NC_049944.1	0	0
GCF_016726285.1	NC_047753.1	0	0
GCF_016726285.1	KF030445.1	0	0
GCF_016726285.1	NC_028696.2	0	0
GCF_016726285.1	NC_005344.1	0	1
GCF_016726285.1	AF547987.1	0	1
GCF_016726285.1	NC_041935.1	0	0
GCF_016726285.1	NC_021857.1	0	1
GCF_016726285.1	NC_049461.1	0	1
GCF_016726285.1	NC_005056.1	0	0
GCF_016726285.1	NC_001895.1	0	0
GCF_016726285.1	AF063097.1	0	0
GCF_016726285.1	NC_027382.1	0	1
GCF_016726285.1	NC_013594.1	0	0
GCF_016726285.1	NC_049923.1	0	0
GCF_016726285.1	NC_022749.1	0	1
GCF_016726285.1	NC_000929.1	0	0
GCF_016726285.1	NC_005856.1	0	0
GCF_016726285.1	NC_049922.1	0	0
GCF_016726285.1	NC_004914.3	0	0
GCF_016726285.1	NC_028449.1	0	0
GCF_016726285.1	NC_028656.1	0	0
GCF_016726285.1	NC_049954.1	0	0
GCF_016726285.1	NC_042128.1	0	0
GCF_016726285.1	NC_009514.1	0	0
GCF_016726285.1	NC_049952.1	0	0
GCF_016726285.1	NC_049919.1	0	0
GCF_016726285.1	NC_019716.1	0	0
GCF_016726285.1	NC_049946.1	0	0
GCF_016726285.1	NC_028660.1	0	0
GCF_016726285.1	NC_050154.1	0	0
GCF_016726285.1	NC_028685.1	0	1
GCF_016726285.1	NC_029120.1	0	1
GCF_016726285.1	NC_028896.1	0	0
GCF_016726285.1	NC_049955.1	0	0
GCF_016726285.1	NC_049953.1	0	0
GCF_017352235.1	NC_019455.1	1	1
GCF_017869415.1	NC_002671.1	1	1
GCF_017869415.1	NC_002667.1	1	1
GCF_017869415.1	NC_002669.1	1	1
GCF_017869415.1	NC_002668.1	1	1
GCF_017869415.1	NC_004746.1	1	1
GCF_017869415.1	NC_056724.1	1	1
GCF_017869415.1	NC_002796.1	1	1
GCF_017869415.1	NC_002670.1	1	1
GCF_017869415.1	NC_002666.1	1	1
GCF_017869415.1	NC_031064.1	1	1
GCF_017869415.1	NC_049809.1	1	1
GCF_017869415.1	DQ394808.1	1	1
GCF_017869415.1	NC_049811.1	1	1
GCF_017869415.1	NC_049810.1	1	1
GCF_017869415.1	NC_049812.1	1	1
GCF_017869415.1	DQ394809.1	1	1
GCF_017869415.1	NC_004066.1	1	1
GCF_017869415.1	DQ838728.1	1	1
GCF_017869415.1	NC_005822.1	0	1
GCF_017869415.1	NC_004302.1	1	1
GCF_017869415.1	NC_021861.1	1	1
GCF_017869415.1	NC_031013.1	1	1
GCF_017869415.1	NC_002703.1	1	1
GCF_017869415.1	NC_031040.1	1	1
GCF_017869415.1	DQ394807.1	1	1
GCF_017869415.1	DQ394806.1	1	1
GCF_017869415.1	NC_002747.1	1	1
GCF_017869415.1	NC_027341.1	1	1
GCF_018309165.1	NC_011167.1	0	1
GCF_018309165.1	NC_018277.1	0	0
GCF_018309165.1	NC_029008.1	1	1
GCF_018309165.1	NC_025424.1	0	1
GCF_018309165.1	NC_029024.1	1	1
GCF_018885085.1	NC_028883.1	1	1
GCF_018885085.1	NC_028959.1	1	1
GCF_018885085.1	NC_024144.1	1	1
GCF_018885085.1	NC_009231.1	1	1
GCF_018885085.1	DQ466086.1	1	1
GCF_018885085.1	NC_011398.1	1	1
GCF_018885085.1	EU719189.1	1	1
GCF_018885085.1	NC_048642.1	1	1
GCF_018885085.1	NC_019421.1	1	1
GCF_018885085.1	NC_048643.1	1	1
GCF_018885085.1	NC_007917.1	1	1
GCF_018885085.1	NC_019422.1	1	1
GCF_018885085.1	NC_029116.1	1	1
GCF_018885085.1	LN681534.1	1	1
GCF_018885085.1	NC_028764.1	1	1
GCF_018885085.1	NC_029048.2	1	1
GCF_019665745.1	NC_019706.1	0	0
GCF_019665745.1	NC_019720.1	0	0
GCF_019665745.1	NC_021190.1	0	0
GCF_019665745.1	NC_016158.1	0	0
GCF_019665745.1	NC_016160.1	0	0
GCF_019665745.1	NC_019708.1	0	0
GCF_019665745.1	NC_019719.1	0	0
GCF_019665745.1	NC_002166.1	0	0
GCF_019665745.1	NC_002167.1	0	0
GCF_019665745.1	NC_019709.1	0	0
GCF_019665745.1	NC_019768.1	0	0
GCF_019665745.1	NC_049451.1	0	0
GCF_019665745.1	NC_049453.1	0	0
GCF_019665745.1	NC_047854.1	0	0
GCF_019665745.1	NC_019714.1	0	0
GCF_019665745.1	NC_019715.1	0	0
GCF_019665745.1	NC_019705.1	0	0
GCF_019665745.1	NC_019721.1	0	0
GCF_019665745.1	NC_019710.1	0	0
GCF_019665745.1	NC_019704.1	0	0
GCF_019754155.1	NC_042057.1	1	1
GCF_019754155.1	NC_049951.1	1	1
GCF_019754155.1	NC_019723.1	1	1
GCF_019754155.1	NC_019711.1	1	1
GCF_019754155.1	NC_001416.1	1	1
GCF_019754155.1	NC_049949.1	1	1
GCF_019754155.1	NC_049954.1	1	1
GCF_019754155.1	NC_049953.1	1	1
GCF_019754155.1	NC_049955.1	1	1
GCF_019754155.1	NC_049947.1	1	1
GCF_019754155.1	NC_049952.1	1	1
GCF_019754155.1	NC_049946.1	1	1
GCF_019754155.1	NC_049449.1	0	0
GCF_019754155.1	NC_047818.1	0	0
GCF_019754155.1	NC_049452.1	0	0
GCF_019754155.1	NC_049342.1	1	1
GCF_019754155.1	NC_049948.1	1	1
GCF_019754155.1	NC_019716.1	1	1
GCF_019754155.1	NC_047753.1	0	0
GCF_019754155.1	NC_009514.1	1	1
GCF_019754155.1	NC_019488.1	0	0
GCF_019754155.1	NC_010463.1	0	0
GCF_019754155.1	NC_049454.1	0	0
GCF_019754155.1	NC_028943.1	1	1
GCF_019754155.1	NC_041848.1	1	1
GCF_019754155.1	KC618326.1	1	1
GCF_019754155.1	NC_002167.1	1	1
GCF_019754155.1	NC_019768.1	1	1
GCF_019754155.1	NC_022749.1	0	0
GCF_019890875.1	NC_005893.1	0	0
GCF_020023795.1	NC_010393.1	1	1
GCF_020023795.1	NC_010392.1	1	1
GCF_020023795.1	NC_010391.1	1	1
GCF_020023795.1	NC_028699.1	1	1
GCF_020217445.1	NC_049953.1	1	1
GCF_020217445.1	NC_001416.1	1	1
GCF_020217445.1	NC_019723.1	1	1
GCF_020217445.1	NC_019711.1	1	1
GCF_020217445.1	NC_049951.1	1	1
GCF_020217445.1	NC_042057.1	1	1
GCF_020217445.1	NC_049954.1	1	1
GCF_020217445.1	NC_049949.1	1	1
GCF_020217445.1	NC_028943.1	1	1
GCF_020217445.1	NC_049955.1	1	1
GCF_020217445.1	NC_055844.1	0	0
GCF_020217445.1	NC_041848.1	1	1
GCF_020217445.1	KC618326.1	1	1
GCF_020217445.1	NC_055846.1	0	0
GCF_020217445.1	NC_049947.1	1	1
GCF_020217445.1	NC_005056.1	1	1
GCF_020217445.1	NC_049388.1	1	1
GCF_020217445.1	NC_049387.1	1	1
GCF_020217445.1	NC_004745.1	0	0
GCF_020217445.1	NC_049952.1	1	1
GCF_020217445.1	NC_049389.1	1	1
GCF_020217445.1	NC_022750.1	1	1
GCF_020217445.1	NC_049385.1	1	1
GCF_020217445.1	NC_028896.1	1	1
GCF_020217445.1	NC_049386.1	1	1
GCF_020217445.1	NC_049946.1	1	1
GCF_020217445.1	NC_049390.1	1	1
GCF_020217445.1	NC_055845.1	0	0
GCF_020217445.1	NC_049461.1	1	1
GCF_020217445.1	NC_001895.1	1	1
GCF_020217445.1	AF063097.1	1	1
GCF_020217445.1	NC_049948.1	1	1
GCF_020217445.1	NC_049457.1	1	1
GCF_020217445.1	NC_019716.1	1	1
GCF_020217445.1	NC_009514.1	1	1
GCF_020217445.1	NC_021774.1	0	0
GCF_020217445.1	NC_027339.1	0	0
GCF_020217445.1	NC_049942.1	1	1
GCF_020217445.1	NC_049944.1	1	1
GCF_020217445.1	NC_049943.1	1	1
GCF_020217445.1	NC_011357.1	1	1
GCF_020217445.1	NC_022749.1	0	0
GCF_020217445.1	NC_011356.1	1	1
GCF_020217445.1	NC_004813.1	1	1
GCF_020217445.1	NC_004313.1	0	0
GCF_020217445.1	NC_021857.1	0	0
GCF_020217445.1	NC_019710.1	1	1
GCF_020217445.1	NC_049921.1	1	1
GCF_020217445.1	NC_049920.1	1	1
GCF_020217445.1	NC_049945.1	1	1
GCF_020217445.1	NC_049925.1	1	1
GCF_020217445.1	NC_000924.1	1	1
GCF_020217445.1	AP004402.1	1	1
GCF_020217445.1	NC_027984.1	1	1
GCF_020217445.1	NC_004913.3	1	1
GCF_020217445.1	NC_000902.1	1	1
GCF_020217445.1	KJ909655.1	1	1
GCF_020217445.1	NC_004914.3	1	1
GCF_020217445.1	NC_010237.1	1	1
GCF_020217445.1	NC_049924.1	1	1
GCF_020217445.1	NC_008464.1	1	1
GCF_020217445.1	NC_041935.1	1	1
GCF_020217445.1	NC_049919.1	1	1
GCF_020217445.1	NC_019768.1	1	1
GCF_020217445.1	NC_031940.1	0	0
GCF_020217445.1	NC_049923.1	1	1
GCF_020217445.1	NC_049941.1	1	1
GCF_020217445.1	NC_049922.1	1	1
GCF_020217445.1	NC_002167.1	1	1
GCF_020217445.1	KF030445.1	1	1
GCF_020217445.1	NC_019767.1	1	1
GCF_020217445.1	NC_049926.1	1	1
GCF_020217445.1	NC_027398.1	0	0
GCF_020217445.1	NC_019769.1	1	1
GCF_020217445.1	NC_049343.1	1	1
GCF_020217445.1	NC_019501.1	1	1
GCF_020217445.1	NC_019706.1	1	1
GCF_020217445.1	NC_019714.1	1	1
GCF_020217445.1	NC_005344.1	0	0
GCF_020217445.1	AF547987.1	0	0
GCF_020217445.1	NC_019715.1	1	1
GCF_020217445.1	NC_029120.1	0	0
GCF_020217445.1	NC_025434.1	0	0
GCF_020217445.1	NC_030919.1	0	0
GCF_020217445.1	NC_019720.1	1	1
GCF_020217445.1	NC_019705.1	1	1
GCF_020217445.1	NC_005841.1	0	0
GCF_020217445.1	NC_011802.1	0	0
GCF_020217445.1	NC_004348.1	0	0
GCF_020217445.1	NC_031946.1	0	0
GCF_020217445.1	NC_014900.1	0	0
GCF_020217445.1	NC_042346.1	0	0
GCF_020217445.1	NC_002371.2	0	0
GCF_020217445.1	BK000583.1	0	0
GCF_020217445.1	AF527608.1	0	0
GCF_020217445.1	NC_031019.1	0	0
GCF_020217445.1	NC_005856.1	1	1
GCF_020217445.1	NC_042128.1	1	1
GCF_020450145.1	NC_019924.1	1	1
GCF_020463755.1	NC_031016.1	0	1
GCF_020463755.1	NC_031017.1	1	1
GCF_020463755.1	DQ394809.1	1	1
GCF_020463755.1	NC_031013.1	1	1
GCF_020463755.1	NC_004746.1	1	1
GCF_020691705.1	NC_010393.1	1	1
GCF_020691705.1	NC_010392.1	1	1
GCF_020691705.1	NC_028699.1	1	1
GCF_020691705.1	NC_019545.1	1	1
GCF_020691705.1	NC_010391.1	1	1
GCF_020691705.1	NC_004313.1	1	1
GCF_020716645.1	NC_004313.1	1	1
GCF_020716645.1	NC_010463.1	1	1
GCF_020716645.1	NC_047753.1	1	1
GCF_020716645.1	NC_019488.1	1	1
GCF_020716645.1	NC_031940.1	1	1
GCF_020716645.1	NC_049449.1	0	0
GCF_020716645.1	NC_049452.1	0	0
GCF_020716645.1	NC_010393.1	1	1
GCF_020716645.1	NC_010392.1	1	1
GCF_020716645.1	NC_028699.1	1	1
GCF_020716645.1	NC_049342.1	0	0
GCF_020716645.1	NC_010391.1	1	1
GCF_020716645.1	NC_031129.1	1	1
GCF_020716645.1	NC_047875.1	1	1
GCF_020773035.1	NC_020883.1	1	1
GCF_020773035.1	NC_001884.1	1	1
GCF_020773035.1	NC_048631.1	1	1
GCF_020773035.1	NC_004167.1	1	1
GCF_021091115.1	NC_019456.1	1	1
GCF_021266445.1	NC_004313.1	1	1
GCF_021266445.1	NC_031940.1	1	1
GCF_021266445.1	NC_010463.1	1	1
GCF_021266445.1	NC_047753.1	1	1
GCF_021266445.1	NC_031129.1	1	1
GCF_021278985.1	NC_026014.1	0	0
GCF_021278985.1	NC_049391.1	0	0
GCF_021278985.1	NC_049341.1	0	0
GCF_021278985.1	NC_049344.1	0	0
GCF_021278985.1	NC_049343.1	0	0
GCF_021278985.1	NC_049461.1	1	1
GCF_021278985.1	NC_001895.1	0	0
GCF_021278985.1	AF063097.1	0	0
GCF_021278985.1	NC_013594.1	0	0
GCF_021278985.1	NC_005056.1	0	0
GCF_021278985.1	NC_027382.1	0	0
GCF_021278985.1	NC_000929.1	0	0
GCF_021278985.1	NC_050154.1	0	0
GCF_021278985.1	NC_005856.1	0	0
GCF_021278985.1	NC_028896.1	0	0
GCF_021278985.1	NC_003356.1	0	0
GCF_021278985.1	NC_042128.1	0	0
GCF_021365465.1	NC_042128.1	0	0
GCF_022117515.1	NC_028943.1	0	0
GCF_022117515.1	NC_041848.1	0	0
GCF_022117515.1	KC618326.1	0	0
GCF_022117515.1	NC_004745.1	0	0
GCF_022117515.1	NC_055846.1	0	0
GCF_022117515.1	NC_049389.1	0	0
GCF_022117515.1	NC_049385.1	0	0
GCF_022117515.1	NC_055844.1	0	0
GCF_022117515.1	NC_028896.1	0	0
GCF_022117515.1	NC_049386.1	0	0
GCF_022117515.1	NC_022750.1	0	0
GCF_022117515.1	NC_049388.1	0	0
GCF_022117515.1	NC_049387.1	0	0
GCF_022117515.1	NC_005056.1	0	0
GCF_022117515.1	NC_055845.1	0	0
GCF_022117515.1	NC_049390.1	0	0
GCF_022117515.1	NC_049461.1	0	0
GCF_022117515.1	NC_001895.1	0	0
GCF_022117515.1	AF063097.1	0	0
GCF_022117515.1	NC_049457.1	0	0
GCF_022117515.1	NC_005841.1	1	1
GCF_022117515.1	NC_030919.1	1	1
GCF_022117515.1	NC_011802.1	1	1
GCF_022117515.1	NC_031946.1	1	1
GCF_022117515.1	NC_047875.1	1	1
GCF_022117515.1	NC_019545.1	1	1
GCF_022117515.1	NC_002371.2	1	1
GCF_022117515.1	BK000583.1	1	1
GCF_022117515.1	AF527608.1	1	1
GCF_022117515.1	NC_031019.1	1	1
GCF_022117515.1	NC_049343.1	0	0
GCF_022117515.1	NC_004348.1	1	1
GCF_022117515.1	NC_013059.1	1	1
GCF_022117515.1	NC_014900.1	1	1
GCF_022117515.1	NC_011976.1	1	1
GCF_022117515.1	NC_002730.1	0	0
GCF_022117515.1	NC_049926.1	0	0
GCF_022117515.1	NC_028696.2	1	1
GCF_022117515.1	NC_016160.1	0	0
GCF_022117515.1	NC_019708.1	0	0
GCF_022117515.1	NC_005344.1	0	0
GCF_022117515.1	AF547987.1	0	0
GCF_022117515.1	NC_019501.1	0	0
GCF_022117515.1	NC_019705.1	0	0
GCF_022117515.1	NC_049342.1	0	0
GCF_022117515.1	NC_049944.1	0	0
GCF_022117515.1	NC_019769.1	0	0
GCF_022117515.1	NC_002167.1	0	0
GCF_022117515.1	NC_049943.1	0	0
GCF_022117515.1	NC_049945.1	0	0
GCF_022117515.1	NC_006949.1	1	1
GCF_022117515.1	NC_019714.1	0	0
GCF_022117515.1	NC_011357.1	0	0
GCF_022117515.1	NC_049942.1	0	0
GCF_022117515.1	CP000711.1	0	0
GCF_022117515.1	NC_019767.1	0	0
GCF_022117515.1	NC_019768.1	0	0
GCF_022117515.1	NC_019720.1	0	0
GCF_022117515.1	NC_028685.1	0	0
GCF_022117515.1	NC_011356.1	0	0
GCF_022117515.1	NC_049919.1	0	0
GCF_022343205.1	NC_049477.1	1	1
GCF_022350005.1	NC_021190.1	0	0
GCF_022350005.1	NC_022749.1	0	0
GCF_022350005.1	NC_019710.1	0	0
GCF_022350005.1	NC_016158.1	0	0
GCF_022350005.1	NC_005856.1	0	0
GCF_022350005.1	NC_042128.1	0	0
GCF_022354145.1	NC_019716.1	0	0
GCF_022354145.1	NC_009514.1	0	0
GCF_022354145.1	NC_022749.1	0	1
GCF_022354145.1	NC_049955.1	0	0
GCF_022354145.1	NC_049953.1	0	0
GCF_022354145.1	NC_049952.1	0	0
GCF_022354145.1	NC_049954.1	0	0
GCF_022354145.1	NC_001416.1	0	0
GCF_022354145.1	NC_049949.1	0	0
GCF_022354145.1	NC_049951.1	0	0
GCF_022354145.1	NC_049947.1	0	0
GCF_022354145.1	NC_042057.1	0	0
GCF_022354145.1	NC_049948.1	0	0
GCF_022354145.1	NC_019723.1	0	0
GCF_022354145.1	NC_003444.1	0	1
GCF_022354145.1	NC_019711.1	0	0
GCF_022354145.1	NC_049946.1	0	0
GCF_022354145.1	NC_049942.1	0	0
GCF_022354145.1	NC_027339.1	0	1
GCF_022354145.1	NC_049944.1	0	0
GCF_022354145.1	NC_049943.1	0	0
GCF_022354145.1	NC_011357.1	0	0
GCF_022354145.1	NC_004813.1	0	0
GCF_022354145.1	NC_011356.1	0	0
GCF_022354145.1	NC_021857.1	0	1
GCF_022354145.1	NC_000924.1	0	0
GCF_022354145.1	NC_049921.1	0	0
GCF_022354145.1	NC_027984.1	0	0
GCF_022354145.1	NC_049920.1	0	0
GCF_022354145.1	NC_004913.3	0	0
GCF_022354145.1	KJ909655.1	0	0
GCF_022354145.1	NC_049925.1	0	0
GCF_022354145.1	AP004402.1	0	0
GCF_022354145.1	NC_004914.3	0	0
GCF_022354145.1	NC_049945.1	0	0
GCF_022354145.1	NC_010237.1	0	0
GCF_022354145.1	KF030445.1	0	0
GCF_022354145.1	NC_049924.1	0	0
GCF_022354145.1	NC_000902.1	0	0
GCF_022354145.1	NC_041935.1	0	0
GCF_022354145.1	NC_008464.1	0	0
GCF_022354145.1	NC_049941.1	0	0
GCF_022354145.1	NC_049919.1	0	0
GCF_022354145.1	NC_019719.1	0	0
GCF_022354145.1	NC_027398.1	0	1
GCF_022354145.1	NC_019710.1	0	0
GCF_022354145.1	NC_005344.1	0	1
GCF_022354145.1	AF547987.1	0	1
GCF_022354145.1	NC_019714.1	0	0
GCF_022354145.1	NC_049923.1	0	0
GCF_022354145.1	NC_049922.1	0	0
GCF_022354145.1	NC_029120.1	0	1
GCF_022354145.1	NC_025434.1	0	1
GCF_022354145.1	NC_031940.1	0	0
GCF_022354145.1	NC_030919.1	0	0
GCF_022354145.1	NC_019705.1	0	0
GCF_022354145.1	CP000711.1	0	0
GCF_022354145.1	NC_013059.1	0	0
GCF_022354145.1	NC_019704.1	0	0
GCF_022354145.1	NC_011976.1	0	0
GCF_022354265.1	NC_049450.1	0	0
GCF_022354265.1	NC_047817.1	0	0
GCF_022494905.1	NC_002668.1	1	1
GCF_022494905.1	DQ394809.1	1	1
GCF_022494905.1	NC_049811.1	1	1
GCF_022494905.1	NC_021861.1	1	1
GCF_022494905.1	NC_049809.1	1	1
GCF_022494905.1	NC_049810.1	1	1
GCF_022494905.1	DQ394808.1	1	1
GCF_022494905.1	NC_049812.1	1	1
GCF_022494905.1	NC_002667.1	1	1
GCF_022494905.1	NC_031064.1	1	1
GCF_022494905.1	NC_004066.1	1	1
GCF_022494905.1	NC_031016.1	0	1
GCF_022494905.1	DQ394807.1	1	1
GCF_022494905.1	NC_031013.1	1	1
GCF_022494905.1	NC_002666.1	1	1
GCF_022494905.1	NC_005822.1	0	1
GCF_022494905.1	DQ394806.1	1	1
