viral_acc	virus_name	report_host	corrected_name	find_name	gcfs	new_gcf	assembly_category	assembly_level	tax_ranks
NC_042316	Mycobacterium virus Baka	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041846	Mycobacterium virus Bask21	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042327	Mycobacterium virus BBPiebs31	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042331	Mycobacterium virus Benedict	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023739	Mycobacterium virus Billknuckles	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_014461	Mycobacterium virus Bron	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_011291	Mycobacterium virus Brujita	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023687	Mycobacterium virus Bruns	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023690	Mycobacterium virus Courthouse	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_014459	Mycobacterium virus Crimd	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042333	Mycobacterium virus Cuco	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023728	Mycobacterium virus Deadp	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042317	Mycobacterium virus Dlane	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023704	Mycobacterium virus Doom	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041855	Mycobacterium virus Dorothy	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042336	Mycobacterium virus Dotproduct	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023721	Mycobacterium virus Drago	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042330	Mycobacterium virus Ericb	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023726	Mycobacterium virus Euphoria	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041850	Mycobacterium virus Eureka	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_015584	Mycobacterium virus Faith1	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_027365	Mycobacterium virus Fionnbarth	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023712	Mycobacterium virus Firecracker	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_011288	Mycobacterium virus Fruitloop	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042312	Mycobacterium virus George	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042309	Mycobacterium virus Gladiator	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042340	Mycobacterium virus Goose	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023746	Mycobacterium virus Gumbie	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042318	Mycobacterium virus Hammer	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042328	Mycobacterium virus Heldan	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042319	Mycobacterium virus Ibhubesi	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042332	Mycobacterium virus Jaws	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042320	Mycobacterium virus JC27	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042334	Mycobacterium virus Jeffabunny	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042310	Mycobacterium virus JHC117	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042313	Mycobacterium virus Joedirt	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042326	Mycobacterium virus Kssjeb	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023702	Mycobacterium virus Kugel	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023724	Mycobacterium virus Larva	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042321	Mycobacterium virus Lesedi	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023745	Mycobacterium virus LHTSCC	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023705	Mycobacterium virus Liefie	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042322	Mycobacterium virus Littlee	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042338	Mycobacterium virus Macncheese	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041853	Mycobacterium virus Marcell	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042311	Mycobacterium virus Microwolf	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042323	Mycobacterium virus Mozy	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042329	Mycobacterium virus Mrgordo	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042324	Mycobacterium virus Museum	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041847	Mycobacterium virus Mutaforma13	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041852	Mycobacterium virus Nepal	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041844	Mycobacterium virus Optimus	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_011287	Mycobacterium virus Pacc40	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042314	Mycobacterium virus Packman	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_013694	Mycobacterium virus Peaches	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023720	Mycobacterium virus Perseus	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042325	Mycobacterium virus Pixie	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042027	Mycobacterium virus Pumpkin	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_011289	Mycobacterium virus Ramsey	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042341	Mycobacterium virus Rebeuca	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042315	Mycobacterium virus Rockyhorror	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023732	Mycobacterium virus Rumpelstiltskin	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042335	Mycobacterium virus Saintus	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023699	Mycobacterium virus SG4	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042030	Mycobacterium virus Yoshi	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028788	Paenibacillus phage Diva	Paenibacillus larvae ATCC 9545	Paenibacillus larvae ATCC 9545	Paenibacillus larvae ATCC 9545	['GCF_002951935.1']	GCF_002951935.1	Represent	Complete Genome	
NC_029084	Paenibacillus phage Rani	Paenibacillus larvae ATCC 9545	Paenibacillus larvae ATCC 9545	Paenibacillus larvae ATCC 9545	['GCF_002951935.1']	GCF_002951935.1	Represent	Complete Genome	
NC_041909	Paenibacillus phage Shelly	Paenibacillus larvae ATCC 9545	Paenibacillus larvae ATCC 9545	Paenibacillus larvae ATCC 9545	['GCF_002951935.1']	GCF_002951935.1	Represent	Complete Genome	
NC_028930	Paenibacillus phage Tripp	Paenibacillus larvae ATCC 9545	Paenibacillus larvae ATCC 9545	Paenibacillus larvae ATCC 9545	['GCF_002951935.1']	GCF_002951935.1	Represent	Complete Genome	
NC_041854	Pectobacterium phage PhiM1	Pectobacterium atrosepticum SCRI1043	Pectobacterium atrosepticum SCRI1043	Pectobacterium atrosepticum SCRI1043	['GCF_000011605.1']	GCF_000011605.1	Unreference	Complete Genome	strain
NC_020201	Pectobacterium phage phiTE	Pectobacterium atrosepticum SCRI1043	Pectobacterium atrosepticum SCRI1043	Pectobacterium atrosepticum SCRI1043	['GCF_000011605.1']	GCF_000011605.1	Unreference	Complete Genome	strain
NC_020484	Pelagibacter phage HTVC008M	Candidatus Pelagibacter ubique HTCC1062	Candidatus Pelagibacter ubique HTCC1062	Candidatus Pelagibacter ubique HTCC1062	['GCF_000012345.1']	GCF_000012345.1	Represent	Complete Genome	strain
NC_020481	Pelagibacter phage HTVC010P	Candidatus Pelagibacter ubique HTCC1062	Candidatus Pelagibacter ubique HTCC1062	Candidatus Pelagibacter ubique HTCC1062	['GCF_000012345.1']	GCF_000012345.1	Represent	Complete Genome	strain
NC_020482	Pelagibacter phage HTVC011P	Candidatus Pelagibacter ubique HTCC1062	Candidatus Pelagibacter ubique HTCC1062	Candidatus Pelagibacter ubique HTCC1062	['GCF_000012345.1']	GCF_000012345.1	Represent	Complete Genome	strain
NC_020483	Pelagibacter phage HTVC019P	Candidatus Pelagibacter ubique HTCC1062	Candidatus Pelagibacter ubique HTCC1062	Candidatus Pelagibacter ubique HTCC1062	['GCF_000012345.1']	GCF_000012345.1	Represent	Complete Genome	strain
NC_020847	Prochlorococcus phage MED4-184	Prochlorococcus MED4	Prochlorococcus MED4	Prochlorococcus MED4	['GCF_000011465.1']	GCF_000011465.1	Unreference	Complete Genome	
NC_020845	Prochlorococcus phage MED4-213	Prochlorococcus MED4	Prochlorococcus MED4	Prochlorococcus MED4	['GCF_000011465.1']	GCF_000011465.1	Unreference	Complete Genome	
NC_020878	Prochlorococcus phage P-GSP1	Prochlorococcus marinus MED4	Prochlorococcus marinus MED4	Prochlorococcus marinus MED4	['GCF_000011465.1']	GCF_000011465.1	Unreference	Complete Genome	strain
NC_015280	Prochlorococcus phage P-HM1	Prochlorococcus sp. MED4	Prochlorococcus sp. MED4	Prochlorococcus sp. MED4	['GCF_000011465.1']	GCF_000011465.1	Unreference	Complete Genome	strain
NC_015284	Prochlorococcus phage P-HM2	Prochlorococcus sp. MED4	Prochlorococcus sp. MED4	Prochlorococcus sp. MED4	['GCF_000011465.1']	GCF_000011465.1	Unreference	Complete Genome	strain
NC_021559	Prochlorococcus phage P-SSM3	Prochlorococcus marinus NATL2A	Prochlorococcus marinus NATL2A	Prochlorococcus marinus NATL2A	['GCF_000012465.1']	GCF_000012465.1	Unreference	Complete Genome	
NC_006884	Prochlorococcus phage P-SSM4	Prochlorococcus sp. NATL2A	Prochlorococcus sp. NATL2A	Prochlorococcus sp. NATL2A	['GCF_000012465.1']	GCF_000012465.1	Unreference	Complete Genome	strain
NC_020835	Prochlorococcus phage P-SSP10	Prochlorococcus marinus NATL2A	Prochlorococcus marinus NATL2A	Prochlorococcus marinus NATL2A	['GCF_000012465.1']	GCF_000012465.1	Unreference	Complete Genome	
NC_020874	Prochlorococcus phage P-SSP3	Prochlorococcus marinus MIT9312	Prochlorococcus marinus MIT9312	Prochlorococcus marinus MIT9312	['GCF_000007925.1']	GCF_000007925.1	Represent	Complete Genome	
NC_015288	Prochlorococcus phage Syn1	Synechococcus sp. WH8101	Synechococcus sp. WH8101	Synechococcus sp. WH8101	['GCA_014383055.1', 'GCA_014381295.1', 'GCA_012270465.1', 'GCA_012269695.1']	GCA_014383055.1	Unreference	Scaffold	
NC_015285	Prochlorococcus phage Syn33	Synechococcus sp. WH7803	Synechococcus sp. WH7803	Synechococcus sp. WH7803	['GCF_000063505.1']	GCF_000063505.1	Unreference	Complete Genome	species
NC_027629	Propionibacterium phage Attacne	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_031084	Propionibacterium phage BruceLethal	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_031119	Propionibacterium phage Enoki	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_041954	Propionibacterium phage Keiki	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_027625	Propionibacterium phage Kubed	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_027628	Propionibacterium phage Lauchelly	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_031003	Propionibacterium phage Moyashi	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_027620	Propionibacterium phage MrAK	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_027630	Propionibacterium phage Ouroboros	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_027623	Propionibacterium phage Pirate	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_027626	Propionibacterium phage Procrass1	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_031005	Propionibacterium phage QueenBey	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_027624	Propionibacterium phage SKKY	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_027627	Propionibacterium phage Solid	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_027622	Propionibacterium phage Stormborn	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_027621	Propionibacterium phage Wizzo	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	GCF_000376705.1	Represent	Complete Genome	
NC_015293	Pseudoalteromonas phage H105/1	Pseudoalteromonas sp. H105	Pseudoalteromonas sp. H105	Pseudoalteromonas sp. H105	['GCF_001469215.1']	GCF_001469215.1	Unreference	Scaffold	species
NC_030910	Pseudomonas phage K5	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	GCF_902172305.2	Unreference	Complete Genome	strain
NC_028817	Pseudomonas phage K8	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	GCF_902172305.2	Unreference	Complete Genome	strain
NC_042091	Pseudomonas phage nickie	Pseudomonas syringae pv. avii	Pseudomonas syringae pv. avii	Pseudomonas syringae pv. avii	['GCF_900235835.1']	GCF_900235835.1	Unreference	Complete Genome	no rank
NC_041994	Pseudomonas phage Noxifer	Pseudomonas fluorescens SBW25	Pseudomonas fluorescens SBW25	Pseudomonas fluorescens SBW25	['GCF_000009225.2']	GCF_000009225.2	Unreference	Complete Genome	strain
NC_041903	Pseudomonas phage PA10	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome	species
NC_041902	Pseudomonas phage PA5	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome	species
NC_015294	Pseudomonas phage PAK_P1	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	GCF_902172305.2	Unreference	Complete Genome	strain
NC_022967	Pseudomonas phage PAK_P2	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	GCF_902172305.2	Unreference	Complete Genome	strain
