virus	host
NC_001901	NC_012947
NC_001901	NC_017625
NC_001901	NC_017632
NC_001901	NC_017641
NC_001901	NC_017644
NC_001901	NC_017646
NC_001901	NC_016902
NC_001901	NC_017626
NC_001901	NC_017638
NC_001901	NC_017656
NC_001901	NC_009800
NC_001901	NC_010473
NC_001901	NC_017633
NC_001901	NC_007779
NC_001901	NC_011415
NC_001901	NC_011741
NC_001901	NC_011742
NC_001901	NC_011745
NC_001901	NC_011748
NC_001901	NC_012759
NC_001901	NC_012967
NC_001901	NC_013008
NC_001901	NC_013353
NC_001901	NC_013361
NC_001901	NC_013364
NC_001901	NC_017660
NC_001901	NC_017635
NC_001901	NC_017664
NC_001901	NC_017631
NC_001901	NC_012892
NC_001901	NC_012971
NC_001901	NC_013654
NC_001901	NC_020518
NC_001901	NC_013941
NC_001901	NC_017628
NC_001901	NC_017651
NC_001901	NC_017652
NC_001901	NC_017663
NC_001901	NC_017906
NC_001901	NC_018661
NC_001901	NC_018650
NC_001901	NC_020163
NC_001901	NC_022364
NC_001901	NC_022370
NC_001901	NC_022648
NC_001901	NC_000913
NC_001901	NC_011751
NC_001901	NC_011750
NC_001901	NC_017634
NC_001901	NC_018658
NC_001901	NC_002655
NC_001901	NC_002695
NC_001901	NC_004431
NC_001901	NC_008253
NC_001901	NC_011353
NC_001901	NC_011601
NC_001909	NC_009004
NC_001909	NC_013656
NC_001909	NC_017486
NC_001909	NC_017492
NC_001909	NC_017949
NC_001909	NC_019435
NC_001909	NC_008527
NC_001909	NC_020450
NC_001909	NC_022369
NC_001909	NC_022593
NC_001909	NC_002662
NC_001942	NC_011025
NC_001954	NC_007946
NC_001954	NC_008563
NC_001954	NC_009801
NC_001954	NC_010468
NC_001954	NC_010498
NC_001954	NC_011993
NC_001954	NC_012947
NC_001954	NC_017625
NC_001954	NC_017632
NC_001954	NC_017641
NC_001954	NC_017644
NC_001954	NC_017646
NC_001954	NC_016902
NC_001954	NC_017626
NC_001954	NC_017638
NC_001954	NC_017656
NC_001954	NC_009800
NC_001954	NC_010473
NC_001954	NC_017633
NC_001954	NC_007779
NC_001954	NC_011415
NC_001954	NC_011741
NC_001954	NC_011742
NC_001954	NC_011745
NC_001954	NC_011748
NC_001954	NC_012759
NC_001954	NC_012967
NC_001954	NC_013008
NC_001954	NC_013353
NC_001954	NC_013361
NC_001954	NC_013364
NC_001954	NC_017660
NC_001954	NC_017635
NC_001954	NC_017664
NC_001954	NC_017631
NC_001954	NC_012892
NC_001954	NC_012971
NC_001954	NC_013654
NC_001954	NC_020518
NC_001954	NC_013941
NC_001954	NC_017628
NC_001954	NC_017651
NC_001954	NC_017652
NC_001954	NC_017663
NC_001954	NC_017906
NC_001954	NC_018661
NC_001954	NC_018650
NC_001954	NC_020163
NC_001954	NC_022364
NC_001954	NC_022370
NC_001954	NC_022648
NC_001954	NC_000913
NC_001954	NC_011751
NC_001954	NC_011750
NC_001954	NC_017634
NC_001954	NC_018658
NC_001954	NC_002655
NC_001954	NC_002695
NC_001954	NC_004431
NC_001954	NC_008253
NC_001954	NC_011353
NC_001954	NC_011601
NC_001956	NC_012578
NC_001956	NC_012582
NC_001956	NC_012583
NC_001956	NC_012580
NC_001956	NC_012667
NC_001956	NC_012668
NC_001956	NC_016446
NC_001956	NC_016945
NC_001956	NC_017269
NC_001956	NC_017270
NC_001956	NC_016445
NC_001956	NC_016944
NC_001956	NC_009457
NC_001956	NC_009456
NC_001956	NC_002505
NC_001956	NC_002506
NC_001998	NC_017292
NC_001998	NC_014796
NC_001998	NC_018625
NC_001998	NC_018626
NC_001998	NC_018627
NC_001998	NC_018619
NC_001998	NC_018620
NC_001998	NC_018621
NC_001998	NC_018622
NC_001998	NC_018623
NC_001998	NC_018624
NC_001998	NC_019391
NC_001998	NC_020248
NC_001998	NC_017287
NC_001998	NC_015470
NC_001998	NC_017291
NC_001998	NC_017289
NC_001998	NC_017290
NC_002014	NC_007946
NC_002014	NC_008563
NC_002014	NC_009801
NC_002014	NC_010468
NC_002014	NC_010498
NC_002014	NC_011993
NC_002014	NC_012947
NC_002014	NC_017625
NC_002014	NC_017632
NC_002014	NC_017641
NC_002014	NC_017644
NC_002014	NC_017646
NC_002014	NC_016902
NC_002014	NC_017626
NC_002014	NC_017638
NC_002014	NC_017656
NC_002014	NC_009800
NC_002014	NC_010473
NC_002014	NC_017633
NC_002014	NC_007779
NC_002014	NC_011415
NC_002014	NC_011741
NC_002014	NC_011742
NC_002014	NC_011745
NC_002014	NC_011748
NC_002014	NC_012759
NC_002014	NC_012967
NC_002014	NC_013008
NC_002014	NC_013353
NC_002014	NC_013361
NC_002014	NC_013364
NC_002014	NC_017660
NC_002014	NC_017635
NC_002014	NC_017664
NC_002014	NC_017631
NC_002014	NC_012892
NC_002014	NC_012971
NC_002014	NC_013654
NC_002014	NC_020518
NC_002014	NC_013941
NC_002014	NC_017628
NC_002014	NC_017651
NC_002014	NC_017652
NC_002014	NC_017663
NC_002014	NC_017906
NC_002014	NC_018661
NC_002014	NC_018650
NC_002014	NC_020163
NC_002014	NC_022364
NC_002014	NC_022370
NC_002014	NC_022648
NC_002014	NC_000913
NC_002014	NC_011751
NC_002014	NC_011750
NC_002014	NC_017634
NC_002014	NC_018658
NC_002014	NC_002655
NC_002014	NC_002695
NC_002014	NC_004431
NC_002014	NC_008253
NC_002014	NC_011353
NC_002014	NC_011601
NC_002072	NC_017563
NC_002072	NC_017581
NC_002072	NC_017927
NC_002072	NC_008532
NC_002072	NC_006449
NC_002072	NC_006448
NC_002166	NC_007946
NC_002166	NC_008563
NC_002166	NC_009801
NC_002166	NC_010468
NC_002166	NC_010498
NC_002166	NC_011993
NC_002166	NC_012947
NC_002166	NC_017625
NC_002166	NC_017632
NC_002166	NC_017641
NC_002166	NC_017644
NC_002166	NC_017646
NC_002166	NC_016902
NC_002166	NC_017626
NC_002166	NC_017638
NC_002166	NC_017656
NC_002166	NC_009800
NC_002166	NC_010473
NC_002166	NC_017633
NC_002166	NC_007779
NC_002166	NC_011415
NC_002166	NC_011741
NC_002166	NC_011742
NC_002166	NC_011745
NC_002166	NC_011748
NC_002166	NC_012759
NC_002166	NC_012967
NC_002166	NC_013008
NC_002166	NC_013353
NC_002166	NC_013361
NC_002166	NC_013364
NC_002166	NC_017660
NC_002166	NC_017635
NC_002166	NC_017664
NC_002166	NC_017631
NC_002166	NC_012892
NC_002166	NC_012971
NC_002166	NC_013654
NC_002166	NC_020518
NC_002166	NC_013941
NC_002166	NC_017628
NC_002166	NC_017651
NC_002166	NC_017652
NC_002166	NC_017663
NC_002166	NC_017906
NC_002166	NC_018661
NC_002166	NC_018650
NC_002166	NC_020163
NC_002166	NC_022364
NC_002166	NC_022370
NC_002166	NC_022648
NC_002166	NC_000913
NC_002166	NC_011751
NC_002166	NC_011750
NC_002166	NC_017634
NC_002166	NC_018658
NC_002166	NC_002655
NC_002166	NC_002695
NC_002166	NC_004431
NC_002166	NC_008253
NC_002166	NC_011353
NC_002166	NC_011601
NC_002167	NC_007946
NC_002167	NC_008563
NC_002167	NC_009801
NC_002167	NC_010468
NC_002167	NC_010498
NC_002167	NC_011993
NC_002167	NC_012947
NC_002167	NC_017625
NC_002167	NC_017632
NC_002167	NC_017641
NC_002167	NC_017644
NC_002167	NC_017646
NC_002167	NC_016902
NC_002167	NC_017626
NC_002167	NC_017638
NC_002167	NC_017656
NC_002167	NC_009800
NC_002167	NC_010473
NC_002167	NC_017633
NC_002167	NC_007779
NC_002167	NC_011415
NC_002167	NC_011741
NC_002167	NC_011742
NC_002167	NC_011745
NC_002167	NC_011748
NC_002167	NC_012759
NC_002167	NC_012967
NC_002167	NC_013008
NC_002167	NC_013353
NC_002167	NC_013361
NC_002167	NC_013364
NC_002167	NC_017660
NC_002167	NC_017635
NC_002167	NC_017664
NC_002167	NC_017631
NC_002167	NC_012892
NC_002167	NC_012971
NC_002167	NC_013654
NC_002167	NC_020518
NC_002167	NC_013941
NC_002167	NC_017628
NC_002167	NC_017651
NC_002167	NC_017652
NC_002167	NC_017663
NC_002167	NC_017906
NC_002167	NC_018661
NC_002167	NC_018650
NC_002167	NC_020163
NC_002167	NC_022364
NC_002167	NC_022370
NC_002167	NC_022648
NC_002167	NC_000913
NC_002167	NC_011751
NC_002167	NC_011750
NC_002167	NC_017634
NC_002167	NC_018658
NC_002167	NC_002655
NC_002167	NC_002695
NC_002167	NC_004431
NC_002167	NC_008253
NC_002167	NC_011353
NC_002167	NC_011601
NC_002180	NC_017285
NC_002180	NC_000922
NC_002180	NC_002491
NC_002180	NC_005043
NC_002180	NC_002179
NC_002185	NC_017563
NC_002185	NC_017581
NC_002185	NC_017927
NC_002185	NC_008532
NC_002185	NC_006449
NC_002185	NC_006448
NC_002194	NC_017292
NC_002194	NC_014796
NC_002194	NC_018625
NC_002194	NC_018626
NC_002194	NC_018627
NC_002194	NC_018619
NC_002194	NC_018620
NC_002194	NC_018621
NC_002194	NC_018622
NC_002194	NC_018623
NC_002194	NC_018624
NC_002194	NC_019391
NC_002194	NC_020248
NC_002194	NC_017287
NC_002194	NC_015470
NC_002194	NC_017291
NC_002194	NC_017289
NC_002194	NC_017290
NC_002214	NC_017563
NC_002214	NC_017581
NC_002214	NC_017927
NC_002214	NC_008532
NC_002214	NC_006449
NC_002214	NC_006448
NC_002321	NC_007793
NC_002321	NC_009487
NC_002321	NC_009782
NC_002321	NC_013450
NC_002321	NC_017343
NC_002321	NC_017342
NC_002321	NC_017347
NC_002321	NC_017351
NC_002321	NC_017763
NC_002321	NC_017333
NC_002321	NC_017349
NC_002321	NC_020529
NC_002321	NC_020532
NC_002321	NC_020533
NC_002321	NC_020536
NC_002321	NC_020537
NC_002321	NC_020564
NC_002321	NC_020566
NC_002321	NC_020568
NC_002321	NC_021059
NC_002321	NC_009632
NC_002321	NC_009641
NC_002321	NC_016912
NC_002321	NC_016928
NC_002321	NC_021554
NC_002321	NC_022113
NC_002321	NC_003923
NC_002321	NC_002745
NC_002321	NC_002758
NC_002321	NC_010079
NC_002321	NC_017341
NC_002321	NC_017673
NC_002321	NC_017331
NC_002321	NC_017338
NC_002321	NC_016941
NC_002321	NC_017337
NC_002321	NC_018608
NC_002321	NC_021670
NC_002321	NC_017340
NC_002321	NC_022222
NC_002321	NC_022226
NC_002321	NC_022442
NC_002321	NC_022443
NC_002321	NC_022604
NC_002321	NC_007795
NC_002321	NC_002952
NC_002321	NC_002953
NC_002321	NC_002951
NC_002321	NC_007622
NC_002362	NC_019955
NC_002362	NC_019971
NC_002362	NC_004603
NC_002362	NC_021822
NC_002362	NC_021847
NC_002362	NC_021821
NC_002362	NC_021848
NC_002362	NC_004605
NC_002363	NC_019955
NC_002363	NC_019971
NC_002363	NC_004603
NC_002363	NC_021822
NC_002363	NC_021847
NC_002363	NC_021821
NC_002363	NC_021848
NC_002363	NC_004605
NC_002371	NC_010067
NC_002371	NC_010102
NC_002371	NC_011080
NC_002371	NC_011083
NC_002371	NC_011094
NC_002371	NC_011149
NC_002371	NC_011147
NC_002371	NC_011205
NC_002371	NC_011274
NC_002371	NC_011294
NC_002371	NC_012125
NC_002371	NC_016856
NC_002371	NC_016810
NC_002371	NC_016831
NC_002371	NC_016860
NC_002371	NC_016863
NC_002371	NC_016857
NC_002371	NC_017046
NC_002371	NC_017623
NC_002371	NC_020307
NC_002371	NC_021151
NC_002371	NC_021176
NC_002371	NC_021902
NC_002371	NC_021984
NC_002371	NC_006511
NC_002371	NC_016832
NC_002371	NC_022569
NC_002371	NC_021810
NC_002371	NC_021820
NC_002371	NC_021844
NC_002371	NC_021812
NC_002371	NC_021814
NC_002371	NC_021818
NC_002371	NC_022544
NC_002371	NC_022525
NC_002371	NC_022991
NC_002371	NC_022221
NC_002371	NC_003197
NC_002371	NC_003198
NC_002371	NC_004631
NC_002371	NC_006905
NC_002484	NC_008463
NC_002484	NC_009656
NC_002484	NC_011770
NC_002484	NC_017548
NC_002484	NC_020912
NC_002484	NC_021577
NC_002484	NC_017549
NC_002484	NC_018080
NC_002484	NC_022806
NC_002484	NC_022808
NC_002484	NC_023019
NC_002484	NC_023066
NC_002484	NC_023149
NC_002484	NC_002516
NC_002486	NC_007793
NC_002486	NC_009487
NC_002486	NC_009782
NC_002486	NC_013450
NC_002486	NC_017343
NC_002486	NC_017342
NC_002486	NC_017347
NC_002486	NC_017351
NC_002486	NC_017763
NC_002486	NC_017333
NC_002486	NC_017349
NC_002486	NC_020529
NC_002486	NC_020532
NC_002486	NC_020533
NC_002486	NC_020536
NC_002486	NC_020537
NC_002486	NC_020564
NC_002486	NC_020566
NC_002486	NC_020568
NC_002486	NC_021059
NC_002486	NC_009632
NC_002486	NC_009641
NC_002486	NC_016912
NC_002486	NC_016928
NC_002486	NC_021554
NC_002486	NC_022113
NC_002486	NC_003923
NC_002486	NC_002745
NC_002486	NC_002758
NC_002486	NC_010079
NC_002486	NC_017341
NC_002486	NC_017673
NC_002486	NC_017331
NC_002486	NC_017338
NC_002486	NC_016941
NC_002486	NC_017337
NC_002486	NC_018608
NC_002486	NC_021670
NC_002486	NC_017340
NC_002486	NC_022222
NC_002486	NC_022226
NC_002486	NC_022442
NC_002486	NC_022443
NC_002486	NC_022604
NC_002486	NC_007795
NC_002486	NC_002952
NC_002486	NC_002953
NC_002486	NC_002951
NC_002486	NC_007622
NC_002515	NC_002771
NC_002643	NC_019567
NC_002643	NC_005363
NC_002656	NC_019966
NC_002656	NC_018289
NC_002656	NC_008596
NC_002661	NC_007793
NC_002661	NC_009487
NC_002661	NC_009782
NC_002661	NC_013450
NC_002661	NC_017343
NC_002661	NC_017342
NC_002661	NC_017347
NC_002661	NC_017351
NC_002661	NC_017763
NC_002661	NC_017333
NC_002661	NC_017349
NC_002661	NC_020529
NC_002661	NC_020532
NC_002661	NC_020533
NC_002661	NC_020536
NC_002661	NC_020537
NC_002661	NC_020564
NC_002661	NC_020566
NC_002661	NC_020568
NC_002661	NC_021059
NC_002661	NC_009632
NC_002661	NC_009641
NC_002661	NC_016912
NC_002661	NC_016928
NC_002661	NC_021554
NC_002661	NC_022113
NC_002661	NC_003923
NC_002661	NC_002745
NC_002661	NC_002758
NC_002661	NC_010079
NC_002661	NC_017341
NC_002661	NC_017673
NC_002661	NC_017331
NC_002661	NC_017338
NC_002661	NC_016941
NC_002661	NC_017337
NC_002661	NC_018608
NC_002661	NC_021670
NC_002661	NC_017340
NC_002661	NC_022222
NC_002661	NC_022226
NC_002661	NC_022442
NC_002661	NC_022443
NC_002661	NC_022604
NC_002661	NC_007795
NC_002661	NC_002952
NC_002661	NC_002953
NC_002661	NC_002951
NC_002661	NC_007622
NC_002666	NC_009004
NC_002666	NC_013656
NC_002666	NC_017486
NC_002666	NC_017492
NC_002666	NC_017949
NC_002666	NC_019435
NC_002666	NC_008527
NC_002666	NC_020450
NC_002666	NC_022369
NC_002666	NC_022593
NC_002666	NC_002662
NC_002667	NC_009004
NC_002667	NC_013656
NC_002667	NC_017486
NC_002667	NC_017492
NC_002667	NC_017949
NC_002667	NC_019435
NC_002667	NC_008527
NC_002667	NC_020450
NC_002667	NC_022369
NC_002667	NC_022593
NC_002667	NC_002662
NC_002668	NC_009004
NC_002668	NC_013656
NC_002668	NC_017486
NC_002668	NC_017492
NC_002668	NC_017949
NC_002668	NC_019435
NC_002668	NC_008527
NC_002668	NC_020450
NC_002668	NC_022369
NC_002668	NC_022593
NC_002668	NC_002662
NC_002669	NC_009004
NC_002669	NC_013656
NC_002669	NC_017486
NC_002669	NC_017492
NC_002669	NC_017949
NC_002669	NC_019435
NC_002669	NC_008527
NC_002669	NC_020450
NC_002669	NC_022369
NC_002669	NC_022593
NC_002669	NC_002662
NC_002670	NC_009004
NC_002670	NC_013656
NC_002670	NC_017486
NC_002670	NC_017492
NC_002670	NC_017949
NC_002670	NC_019435
NC_002670	NC_008527
NC_002670	NC_020450
NC_002670	NC_022369
NC_002670	NC_022593
NC_002670	NC_002662
NC_002671	NC_009004
NC_002671	NC_013656
NC_002671	NC_017486
NC_002671	NC_017492
NC_002671	NC_017949
NC_002671	NC_019435
NC_002671	NC_008527
NC_002671	NC_020450
NC_002671	NC_022369
NC_002671	NC_022593
NC_002671	NC_002662
NC_002700	NC_016603
NC_002703	NC_009004
NC_002703	NC_013656
NC_002703	NC_017486
NC_002703	NC_017492
NC_002703	NC_017949
NC_002703	NC_019435
NC_002703	NC_008527
NC_002703	NC_020450
NC_002703	NC_022369
NC_002703	NC_022593
NC_002703	NC_002662
NC_002730	NC_007946
NC_002730	NC_008563
NC_002730	NC_009801
NC_002730	NC_010468
NC_002730	NC_010498
NC_002730	NC_011993
NC_002730	NC_012947
NC_002730	NC_017625
NC_002730	NC_017632
NC_002730	NC_017641
NC_002730	NC_017644
NC_002730	NC_017646
NC_002730	NC_016902
NC_002730	NC_017626
NC_002730	NC_017638
NC_002730	NC_017656
NC_002730	NC_009800
NC_002730	NC_010473
NC_002730	NC_017633
NC_002730	NC_007779
NC_002730	NC_011415
NC_002730	NC_011741
NC_002730	NC_011742
NC_002730	NC_011745
NC_002730	NC_011748
NC_002730	NC_012759
NC_002730	NC_012967
NC_002730	NC_013008
NC_002730	NC_013353
NC_002730	NC_013361
NC_002730	NC_013364
NC_002730	NC_017660
NC_002730	NC_017635
NC_002730	NC_017664
NC_002730	NC_017631
NC_002730	NC_012892
NC_002730	NC_012971
NC_002730	NC_013654
NC_002730	NC_020518
NC_002730	NC_013941
NC_002730	NC_017628
NC_002730	NC_017651
NC_002730	NC_017652
NC_002730	NC_017663
NC_002730	NC_017906
NC_002730	NC_018661
NC_002730	NC_018650
NC_002730	NC_020163
NC_002730	NC_022364
NC_002730	NC_022370
NC_002730	NC_022648
NC_002730	NC_000913
NC_002730	NC_011751
NC_002730	NC_011750
NC_002730	NC_017634
NC_002730	NC_018658
NC_002730	NC_002655
NC_002730	NC_002695
NC_002730	NC_004431
NC_002730	NC_008253
NC_002730	NC_011353
NC_002730	NC_011601
NC_002747	NC_009004
NC_002747	NC_013656
NC_002747	NC_017486
NC_002747	NC_017492
NC_002747	NC_017949
NC_002747	NC_019435
NC_002747	NC_008527
NC_002747	NC_020450
NC_002747	NC_022369
NC_002747	NC_022593
NC_002747	NC_002662
NC_002796	NC_009004
NC_002796	NC_013656
NC_002796	NC_017486
NC_002796	NC_017492
NC_002796	NC_017949
NC_002796	NC_019435
NC_002796	NC_008527
NC_002796	NC_020450
NC_002796	NC_022369
NC_002796	NC_022593
NC_002796	NC_002662
NC_003050	NC_008533
NC_003050	NC_010380
NC_003050	NC_010582
NC_003050	NC_011072
NC_003050	NC_011900
NC_003050	NC_012466
NC_003050	NC_012467
NC_003050	NC_012468
NC_003050	NC_012469
NC_003050	NC_014251
NC_003050	NC_017591
NC_003050	NC_017592
NC_003050	NC_017593
NC_003050	NC_018630
NC_003050	NC_017769
NC_003050	NC_014494
NC_003050	NC_014498
NC_003050	NC_018594
NC_003050	NC_003028
NC_003050	NC_003098
NC_003085	NC_008095
NC_003157	NC_009332
NC_003157	NC_011375
NC_003157	NC_018936
NC_003157	NC_002737
NC_003157	NC_017040
NC_003157	NC_017053
NC_003157	NC_007296
NC_003157	NC_007297
NC_003157	NC_008021
NC_003157	NC_008023
NC_003157	NC_008024
NC_003157	NC_008022
NC_003157	NC_020540
NC_003157	NC_021807
NC_003157	NC_017596
NC_003157	NC_003485
NC_003157	NC_004070
NC_003157	NC_004606
NC_003157	NC_006086
NC_003216	NC_002973
NC_003216	NC_011660
NC_003216	NC_012488
NC_003216	NC_013766
NC_003216	NC_013768
NC_003216	NC_017529
NC_003216	NC_017544
NC_003216	NC_017545
NC_003216	NC_017728
NC_003216	NC_018587
NC_003216	NC_018588
NC_003216	NC_018591
NC_003216	NC_018590
NC_003216	NC_018593
NC_003216	NC_018584
NC_003216	NC_018585
NC_003216	NC_018586
NC_003216	NC_018589
NC_003216	NC_018642
NC_003216	NC_020557
NC_003216	NC_020558
NC_003216	NC_017537
NC_003216	NC_019556
NC_003216	NC_017546
NC_003216	NC_017547
NC_003216	NC_018592
NC_003216	NC_021829
NC_003216	NC_022568
NC_003216	NC_021825
NC_003216	NC_021837
NC_003216	NC_021824
NC_003216	NC_021823
NC_003216	NC_021838
NC_003216	NC_021840
NC_003216	NC_021827
NC_003216	NC_021839
NC_003216	NC_021826
NC_003216	NC_021830
NC_003216	NC_003210
NC_003278	NC_008463
NC_003278	NC_009656
NC_003278	NC_011770
NC_003278	NC_017548
NC_003278	NC_020912
NC_003278	NC_021577
NC_003278	NC_017549
NC_003278	NC_018080
NC_003278	NC_022806
NC_003278	NC_022808
NC_003278	NC_023019
NC_003278	NC_023066
NC_003278	NC_023149
NC_003278	NC_002516
NC_003287	NC_007946
NC_003287	NC_008563
NC_003287	NC_009801
NC_003287	NC_010468
NC_003287	NC_010498
NC_003287	NC_011993
NC_003287	NC_012947
NC_003287	NC_017625
NC_003287	NC_017632
NC_003287	NC_017641
NC_003287	NC_017644
NC_003287	NC_017646
NC_003287	NC_016902
NC_003287	NC_017626
NC_003287	NC_017638
NC_003287	NC_017656
NC_003287	NC_009800
NC_003287	NC_010473
NC_003287	NC_017633
NC_003287	NC_007779
NC_003287	NC_011415
NC_003287	NC_011741
NC_003287	NC_011742
NC_003287	NC_011745
NC_003287	NC_011748
NC_003287	NC_012759
NC_003287	NC_012967
NC_003287	NC_013008
NC_003287	NC_013353
NC_003287	NC_013361
NC_003287	NC_013364
NC_003287	NC_017660
NC_003287	NC_017635
NC_003287	NC_017664
NC_003287	NC_017631
NC_003287	NC_012892
NC_003287	NC_012971
NC_003287	NC_013654
NC_003287	NC_020518
NC_003287	NC_013941
NC_003287	NC_017628
NC_003287	NC_017651
NC_003287	NC_017652
NC_003287	NC_017663
NC_003287	NC_017906
NC_003287	NC_018661
NC_003287	NC_018650
NC_003287	NC_020163
NC_003287	NC_022364
NC_003287	NC_022370
NC_003287	NC_022648
NC_003287	NC_000913
NC_003287	NC_011751
NC_003287	NC_011750
NC_003287	NC_017634
NC_003287	NC_018658
NC_003287	NC_002655
NC_003287	NC_002695
NC_003287	NC_004431
NC_003287	NC_008253
NC_003287	NC_011353
NC_003287	NC_011601
NC_003288	NC_007793
NC_003288	NC_009487
NC_003288	NC_009782
NC_003288	NC_013450
NC_003288	NC_017343
NC_003288	NC_017342
NC_003288	NC_017347
NC_003288	NC_017351
NC_003288	NC_017763
NC_003288	NC_017333
NC_003288	NC_017349
NC_003288	NC_020529
NC_003288	NC_020532
NC_003288	NC_020533
NC_003288	NC_020536
NC_003288	NC_020537
NC_003288	NC_020564
NC_003288	NC_020566
NC_003288	NC_020568
NC_003288	NC_021059
NC_003288	NC_009632
NC_003288	NC_009641
NC_003288	NC_016912
NC_003288	NC_016928
NC_003288	NC_021554
NC_003288	NC_022113
NC_003288	NC_003923
NC_003288	NC_002745
NC_003288	NC_002758
NC_003288	NC_010079
NC_003288	NC_017341
NC_003288	NC_017673
NC_003288	NC_017331
NC_003288	NC_017338
NC_003288	NC_016941
NC_003288	NC_017337
NC_003288	NC_018608
NC_003288	NC_021670
NC_003288	NC_017340
NC_003288	NC_022222
NC_003288	NC_022226
NC_003288	NC_022442
NC_003288	NC_022443
NC_003288	NC_022604
NC_003288	NC_007795
NC_003288	NC_002952
NC_003288	NC_002953
NC_003288	NC_002951
NC_003288	NC_007622
NC_003291	NC_002973
NC_003291	NC_011660
NC_003291	NC_012488
NC_003291	NC_013766
NC_003291	NC_013768
NC_003291	NC_017529
NC_003291	NC_017544
NC_003291	NC_017545
NC_003291	NC_017728
NC_003291	NC_018587
NC_003291	NC_018588
NC_003291	NC_018591
NC_003291	NC_018590
NC_003291	NC_018593
NC_003291	NC_018584
NC_003291	NC_018585
NC_003291	NC_018586
NC_003291	NC_018589
NC_003291	NC_018642
NC_003291	NC_020557
NC_003291	NC_020558
NC_003291	NC_017537
NC_003291	NC_019556
NC_003291	NC_017546
NC_003291	NC_017547
NC_003291	NC_018592
NC_003291	NC_021829
NC_003291	NC_022568
NC_003291	NC_021825
NC_003291	NC_021837
NC_003291	NC_021824
NC_003291	NC_021823
NC_003291	NC_021838
NC_003291	NC_021840
NC_003291	NC_021827
NC_003291	NC_021839
NC_003291	NC_021826
NC_003291	NC_021830
NC_003291	NC_003210
NC_003298	NC_007946
NC_003298	NC_008563
NC_003298	NC_009801
NC_003298	NC_010468
NC_003298	NC_010498
NC_003298	NC_011993
NC_003298	NC_012947
NC_003298	NC_017625
NC_003298	NC_017632
NC_003298	NC_017641
NC_003298	NC_017644
NC_003298	NC_017646
NC_003298	NC_016902
NC_003298	NC_017626
NC_003298	NC_017638
NC_003298	NC_017656
NC_003298	NC_009800
NC_003298	NC_010473
NC_003298	NC_017633
NC_003298	NC_007779
NC_003298	NC_011415
NC_003298	NC_011741
NC_003298	NC_011742
NC_003298	NC_011745
NC_003298	NC_011748
NC_003298	NC_012759
NC_003298	NC_012967
NC_003298	NC_013008
NC_003298	NC_013353
NC_003298	NC_013361
NC_003298	NC_013364
NC_003298	NC_017660
NC_003298	NC_017635
NC_003298	NC_017664
NC_003298	NC_017631
NC_003298	NC_012892
NC_003298	NC_012971
NC_003298	NC_013654
NC_003298	NC_020518
NC_003298	NC_013941
NC_003298	NC_017628
NC_003298	NC_017651
NC_003298	NC_017652
NC_003298	NC_017663
NC_003298	NC_017906
NC_003298	NC_018661
NC_003298	NC_018650
NC_003298	NC_020163
NC_003298	NC_022364
NC_003298	NC_022370
NC_003298	NC_022648
NC_003298	NC_000913
NC_003298	NC_011751
NC_003298	NC_011750
NC_003298	NC_017634
NC_003298	NC_018658
NC_003298	NC_002655
NC_003298	NC_002695
NC_003298	NC_004431
NC_003298	NC_008253
NC_003298	NC_011353
NC_003298	NC_011601
NC_003299	NC_007005
NC_003300	NC_007005
NC_003301	NC_007005
